"ORDER_ID","ORDER_STATUS","ORDER_DATE","PRODUCT_ID","ORDER_QUANTITY"
"OD10008","In transit",2023-05-24,"SKU11807",3
"OD10008","In transit",2023-05-24,"SKU19197",4
"OD10008","In transit",2023-05-24,"SKU24852",4
"OD10009","Delivered",2023-06-19,"SKU12401",2
"OD10009","Delivered",2023-06-19,"SKU16609",3
"OD10009","Delivered",2023-06-19,"SKU20855",1
"OD10009","Delivered",2023-06-19,"SKU20429",4
"OD10009","Delivered",2023-06-19,"SKU17592",5
"OD10010","Delivered",2023-04-26,"SKU12863",2
"OD10010","Delivered",2023-04-26,"SKU16756",5
"OD10010","Delivered",2023-04-26,"SKU13020",3
"OD10010","Delivered",2023-04-26,"SKU29534",1
"OD10010","Delivered",2023-04-26,"SKU16137",4
"OD10010","Delivered",2023-04-26,"SKU14522",2
"OD10010","Delivered",2023-04-26,"SKU29533",5
"OD10010","Delivered",2023-04-26,"SKU26665",2
"OD10011","In transit",2023-04-04,"SKU25270",3
"OD10011","In transit",2023-04-04,"SKU18075",3
"OD10011","In transit",2023-04-04,"SKU12541",2
"OD10011","In transit",2023-04-04,"SKU28697",3
"OD10011","In transit",2023-04-04,"SKU17431",3
"OD10011","In transit",2023-04-04,"SKU30032",5
"OD10011","In transit",2023-04-04,"SKU24299",4
"OD10012","Delivered",2023-03-30,"SKU21554",3
"OD10012","Delivered",2023-03-30,"SKU24868",3
"OD10012","Delivered",2023-03-30,"SKU22776",4
"OD10012","Delivered",2023-03-30,"SKU19668",5
"OD10012","Delivered",2023-03-30,"SKU11049",2
"OD10012","Delivered",2023-03-30,"SKU21246",2
"OD10013","Order placed",2023-04-29,"SKU25830",4
"OD10013","Order placed",2023-04-29,"SKU24875",4
"OD10014","Cancelled",2023-08-12,"SKU13053",4
"OD10015","Cancelled",2023-01-11,"SKU24062",3
"OD10015","Cancelled",2023-01-11,"SKU25818",5
"OD10015","Cancelled",2023-01-11,"SKU23116",1
"OD10015","Cancelled",2023-01-11,"SKU21784",3
"OD10016","In transit",2023-07-29,"SKU22257",3
"OD10016","In transit",2023-07-29,"SKU29515",4
"OD10016","In transit",2023-07-29,"SKU16908",3
"OD10017","Delivered",2023-04-26,"SKU16286",1
"OD10018","Returned",2023-04-19,"SKU21091",3
"OD10018","Returned",2023-04-19,"SKU23254",4
"OD10019","In transit",2023-04-21,"SKU19327",1
"OD10019","In transit",2023-04-21,"SKU20937",2
"OD10019","In transit",2023-04-21,"SKU16770",4
"OD10019","In transit",2023-04-21,"SKU20306",4
"OD10019","In transit",2023-04-21,"SKU25507",4
"OD10019","In transit",2023-04-21,"SKU25704",4
"OD10019","In transit",2023-04-21,"SKU12388",4
"OD10019","In transit",2023-04-21,"SKU23795",2
"OD10019","In transit",2023-04-21,"SKU26052",1
"OD10019","In transit",2023-04-21,"SKU27443",3
"OD10020","In transit",2023-07-23,"SKU29437",4
"OD10020","In transit",2023-07-23,"SKU27990",4
"OD10021","Order placed",2023-05-15,"SKU22895",4
"OD10021","Order placed",2023-05-15,"SKU16774",3
"OD10021","Order placed",2023-05-15,"SKU13259",5
"OD10021","Order placed",2023-05-15,"SKU10613",2
"OD10022","In transit",2023-08-10,"SKU21096",1
"OD10022","In transit",2023-08-10,"SKU12395",3
"OD10022","In transit",2023-08-10,"SKU30043",2
"OD10022","In transit",2023-08-10,"SKU21202",5
"OD10022","In transit",2023-08-10,"SKU19850",1
"OD10022","In transit",2023-08-10,"SKU11392",2
"OD10022","In transit",2023-08-10,"SKU10606",2
"OD10022","In transit",2023-08-10,"SKU17562",3
"OD10022","In transit",2023-08-10,"SKU14590",2
"OD10023","Delivered",2023-03-18,"SKU12657",4
"OD10023","Delivered",2023-03-18,"SKU27798",5
"OD10023","Delivered",2023-03-18,"SKU11150",2
"OD10023","Delivered",2023-03-18,"SKU12176",4
"OD10023","Delivered",2023-03-18,"SKU24596",4
"OD10023","Delivered",2023-03-18,"SKU13246",4
"OD10023","Delivered",2023-03-18,"SKU15346",2
"OD10024","In transit",2023-01-16,"SKU19359",2
"OD10024","In transit",2023-01-16,"SKU27119",3
"OD10024","In transit",2023-01-16,"SKU24315",1
"OD10025","In transit",2023-06-08,"SKU13090",2
"OD10025","In transit",2023-06-08,"SKU18759",2
"OD10025","In transit",2023-06-08,"SKU12562",4
"OD10025","In transit",2023-06-08,"SKU14797",3
"OD10025","In transit",2023-06-08,"SKU13880",2
"OD10025","In transit",2023-06-08,"SKU28685",5
"OD10025","In transit",2023-06-08,"SKU22449",1
"OD10025","In transit",2023-06-08,"SKU24723",1
"OD10025","In transit",2023-06-08,"SKU28468",2
"OD10026","Delivered",2023-06-15,"SKU21269",3
"OD10026","Delivered",2023-06-15,"SKU22661",4
"OD10026","Delivered",2023-06-15,"SKU29098",5
"OD10026","Delivered",2023-06-15,"SKU26471",4
"OD10026","Delivered",2023-06-15,"SKU13334",2
"OD10026","Delivered",2023-06-15,"SKU18445",1
"OD10027","Delivered",2023-06-22,"SKU23354",2
"OD10027","Delivered",2023-06-22,"SKU19588",3
"OD10027","Delivered",2023-06-22,"SKU26246",4
"OD10027","Delivered",2023-06-22,"SKU10381",3
"OD10028","In transit",2023-03-01,"SKU18728",5
"OD10028","In transit",2023-03-01,"SKU10957",3
"OD10028","In transit",2023-03-01,"SKU26138",2
"OD10028","In transit",2023-03-01,"SKU25207",2
"OD10028","In transit",2023-03-01,"SKU12521",3
"OD10028","In transit",2023-03-01,"SKU21267",3
"OD10028","In transit",2023-03-01,"SKU26900",5
"OD10028","In transit",2023-03-01,"SKU21519",5
"OD10028","In transit",2023-03-01,"SKU21232",1
"OD10029","Order placed",2023-01-15,"SKU13493",2
"OD10029","Order placed",2023-01-15,"SKU28076",5
"OD10029","Order placed",2023-01-15,"SKU28708",3
"OD10029","Order placed",2023-01-15,"SKU20695",5
"OD10029","Order placed",2023-01-15,"SKU11410",3
"OD10029","Order placed",2023-01-15,"SKU16552",5
"OD10029","Order placed",2023-01-15,"SKU24407",2
"OD10030","In transit",2023-11-18,"SKU27500",2
"OD10030","In transit",2023-11-18,"SKU23814",3
"OD10030","In transit",2023-11-18,"SKU28517",4
"OD10030","In transit",2023-11-18,"SKU10171",3
"OD10030","In transit",2023-11-18,"SKU23271",1
"OD10031","In transit",2023-12-05,"SKU27742",2
"OD10031","In transit",2023-12-05,"SKU23163",2
"OD10031","In transit",2023-12-05,"SKU15488",3
"OD10031","In transit",2023-12-05,"SKU10196",3
"OD10032","In transit",2023-09-23,"SKU24461",3
"OD10032","In transit",2023-09-23,"SKU19960",5
"OD10032","In transit",2023-09-23,"SKU12706",2
"OD10032","In transit",2023-09-23,"SKU10290",2
"OD10032","In transit",2023-09-23,"SKU13130",2
"OD10032","In transit",2023-09-23,"SKU25584",3
"OD10033","In transit",2023-11-07,"SKU11696",4
"OD10033","In transit",2023-11-07,"SKU18595",3
"OD10033","In transit",2023-11-07,"SKU28237",4
"OD10033","In transit",2023-11-07,"SKU30024",5
"OD10033","In transit",2023-11-07,"SKU24775",4
"OD10033","In transit",2023-11-07,"SKU16719",3
"OD10033","In transit",2023-11-07,"SKU29129",2
"OD10033","In transit",2023-11-07,"SKU15612",1
"OD10034","In transit",2023-01-05,"SKU27339",2
"OD10034","In transit",2023-01-05,"SKU16155",4
"OD10034","In transit",2023-01-05,"SKU12705",2
"OD10034","In transit",2023-01-05,"SKU21244",4
"OD10034","In transit",2023-01-05,"SKU18729",4
"OD10034","In transit",2023-01-05,"SKU29710",5
"OD10034","In transit",2023-01-05,"SKU28331",1
"OD10035","Delivered",2023-01-09,"SKU18982",4
"OD10035","Delivered",2023-01-09,"SKU15042",1
"OD10036","Delivered",2023-07-19,"SKU12200",4
"OD10036","Delivered",2023-07-19,"SKU26235",3
"OD10036","Delivered",2023-07-19,"SKU28686",2
"OD10036","Delivered",2023-07-19,"SKU22211",3
"OD10036","Delivered",2023-07-19,"SKU26185",3
"OD10037","Delivered",2023-09-18,"SKU22038",2
"OD10037","Delivered",2023-09-18,"SKU14666",3
"OD10037","Delivered",2023-09-18,"SKU18345",2
"OD10037","Delivered",2023-09-18,"SKU12338",4
"OD10037","Delivered",2023-09-18,"SKU26907",4
"OD10037","Delivered",2023-09-18,"SKU26033",5
"OD10038","In transit",2023-06-29,"SKU22247",4
"OD10038","In transit",2023-06-29,"SKU13484",5
"OD10038","In transit",2023-06-29,"SKU23520",4
"OD10038","In transit",2023-06-29,"SKU24662",4
"OD10039","Delivered",2023-04-11,"SKU21384",4
"OD10039","Delivered",2023-04-11,"SKU29866",4
"OD10040","Cancelled",2023-05-31,"SKU25973",4
"OD10040","Cancelled",2023-05-31,"SKU17569",1
"OD10040","Cancelled",2023-05-31,"SKU26028",3
"OD10040","Cancelled",2023-05-31,"SKU10758",5
"OD10040","Cancelled",2023-05-31,"SKU17373",4
"OD10040","Cancelled",2023-05-31,"SKU11163",5
"OD10040","Cancelled",2023-05-31,"SKU10146",4
"OD10040","Cancelled",2023-05-31,"SKU19193",3
"OD10040","Cancelled",2023-05-31,"SKU12348",1
"OD10041","In transit",2023-06-22,"SKU12656",2
"OD10041","In transit",2023-06-22,"SKU27433",4
"OD10041","In transit",2023-06-22,"SKU22517",5
"OD10041","In transit",2023-06-22,"SKU12862",2
"OD10042","Delivered",2023-03-15,"SKU21151",4
"OD10042","Delivered",2023-03-15,"SKU14726",5
"OD10042","Delivered",2023-03-15,"SKU10787",4
"OD10042","Delivered",2023-03-15,"SKU11804",5
"OD10042","Delivered",2023-03-15,"SKU17998",4
"OD10042","Delivered",2023-03-15,"SKU17257",2
"OD10042","Delivered",2023-03-15,"SKU27217",5
"OD10042","Delivered",2023-03-15,"SKU11222",3
"OD10042","Delivered",2023-03-15,"SKU29780",3
"OD10042","Delivered",2023-03-15,"SKU20453",3
"OD10043","Delivered",2023-02-18,"SKU30042",3
"OD10043","Delivered",2023-02-18,"SKU20552",2
"OD10043","Delivered",2023-02-18,"SKU10978",3
"OD10043","Delivered",2023-02-18,"SKU10356",2
"OD10043","Delivered",2023-02-18,"SKU19901",4
"OD10043","Delivered",2023-02-18,"SKU19685",3
"OD10043","Delivered",2023-02-18,"SKU16030",3
"OD10044","Delivered",2023-01-23,"SKU16947",1
"OD10044","Delivered",2023-01-23,"SKU16831",2
"OD10044","Delivered",2023-01-23,"SKU29229",4
"OD10044","Delivered",2023-01-23,"SKU18784",1
"OD10044","Delivered",2023-01-23,"SKU26162",3
"OD10044","Delivered",2023-01-23,"SKU14606",3
"OD10044","Delivered",2023-01-23,"SKU11997",1
"OD10044","Delivered",2023-01-23,"SKU17945",5
"OD10044","Delivered",2023-01-23,"SKU22089",1
"OD10044","Delivered",2023-01-23,"SKU27760",3
"OD10045","Order placed",2023-09-29,"SKU14911",1
"OD10045","Order placed",2023-09-29,"SKU22313",4
"OD10045","Order placed",2023-09-29,"SKU22006",3
"OD10045","Order placed",2023-09-29,"SKU14180",5
"OD10045","Order placed",2023-09-29,"SKU24068",3
"OD10046","Delivered",2023-10-02,"SKU16698",5
"OD10046","Delivered",2023-10-02,"SKU17475",2
"OD10046","Delivered",2023-10-02,"SKU12034",1
"OD10046","Delivered",2023-10-02,"SKU28667",4
"OD10046","Delivered",2023-10-02,"SKU25207",4
"OD10046","Delivered",2023-10-02,"SKU11476",4
"OD10046","Delivered",2023-10-02,"SKU11886",2
"OD10047","Delivered",2023-10-16,"SKU17243",4
"OD10047","Delivered",2023-10-16,"SKU29656",3
"OD10047","Delivered",2023-10-16,"SKU29357",2
"OD10047","Delivered",2023-10-16,"SKU24553",2
"OD10048","Delivered",2023-11-17,"SKU25566",2
"OD10048","Delivered",2023-11-17,"SKU24371",4
"OD10048","Delivered",2023-11-17,"SKU12990",3
"OD10048","Delivered",2023-11-17,"SKU14960",2
"OD10048","Delivered",2023-11-17,"SKU23063",2
"OD10049","Delivered",2023-02-15,"SKU11050",2
"OD10049","Delivered",2023-02-15,"SKU10860",4
"OD10049","Delivered",2023-02-15,"SKU25379",1
"OD10049","Delivered",2023-02-15,"SKU23826",2
"OD10049","Delivered",2023-02-15,"SKU25868",4
"OD10049","Delivered",2023-02-15,"SKU14221",2
"OD10049","Delivered",2023-02-15,"SKU22691",5
"OD10049","Delivered",2023-02-15,"SKU26456",4
"OD10049","Delivered",2023-02-15,"SKU13977",2
"OD10050","Delivered",2023-08-16,"SKU17331",1
"OD10050","Delivered",2023-08-16,"SKU13775",3
"OD10050","Delivered",2023-08-16,"SKU12339",3
"OD10050","Delivered",2023-08-16,"SKU16308",2
"OD10050","Delivered",2023-08-16,"SKU21815",2
"OD10050","Delivered",2023-08-16,"SKU19159",2
"OD10050","Delivered",2023-08-16,"SKU11887",4
"OD10051","Delivered",2023-02-02,"SKU27071",2
"OD10051","Delivered",2023-02-02,"SKU23946",3
"OD10051","Delivered",2023-02-02,"SKU29354",4
"OD10051","Delivered",2023-02-02,"SKU28140",2
"OD10051","Delivered",2023-02-02,"SKU10273",2
"OD10052","In transit",2023-11-02,"SKU19084",5
"OD10053","Delivered",2023-11-02,"SKU21078",5
"OD10054","In transit",2023-07-18,"SKU18563",2
"OD10054","In transit",2023-07-18,"SKU17240",3
"OD10054","In transit",2023-07-18,"SKU24820",2
"OD10054","In transit",2023-07-18,"SKU13195",2
"OD10055","Delivered",2023-07-03,"SKU19091",2
"OD10055","Delivered",2023-07-03,"SKU21201",2
"OD10056","Order placed",2023-01-21,"SKU14810",3
"OD10056","Order placed",2023-01-21,"SKU28597",2
"OD10056","Order placed",2023-01-21,"SKU21443",4
"OD10056","Order placed",2023-01-21,"SKU26219",2
"OD10056","Order placed",2023-01-21,"SKU25972",4
"OD10057","Delivered",2023-11-17,"SKU17936",2
"OD10057","Delivered",2023-11-17,"SKU10966",1
"OD10057","Delivered",2023-11-17,"SKU23940",3
"OD10057","Delivered",2023-11-17,"SKU22201",4
"OD10057","Delivered",2023-11-17,"SKU11953",2
"OD10057","Delivered",2023-11-17,"SKU13780",2
"OD10057","Delivered",2023-11-17,"SKU23212",3
"OD10057","Delivered",2023-11-17,"SKU16970",5
"OD10058","In transit",2023-10-03,"SKU28039",3
"OD10058","In transit",2023-10-03,"SKU16308",4
"OD10058","In transit",2023-10-03,"SKU10093",1
"OD10059","Delivered",2023-02-23,"SKU29678",3
"OD10059","Delivered",2023-02-23,"SKU17543",3
"OD10059","Delivered",2023-02-23,"SKU22243",2
"OD10059","Delivered",2023-02-23,"SKU21267",5
"OD10059","Delivered",2023-02-23,"SKU22415",4
"OD10059","Delivered",2023-02-23,"SKU16014",3
"OD10060","In transit",2023-06-04,"SKU21533",3
"OD10060","In transit",2023-06-04,"SKU10582",4
"OD10060","In transit",2023-06-04,"SKU23673",4
"OD10060","In transit",2023-06-04,"SKU20316",3
"OD10060","In transit",2023-06-04,"SKU22799",1
"OD10061","Delivered",2023-12-23,"SKU17443",4
"OD10061","Delivered",2023-12-23,"SKU18502",5
"OD10061","Delivered",2023-12-23,"SKU27704",4
"OD10061","Delivered",2023-12-23,"SKU24102",3
"OD10061","Delivered",2023-12-23,"SKU23352",2
"OD10061","Delivered",2023-12-23,"SKU22510",3
"OD10061","Delivered",2023-12-23,"SKU10955",3
"OD10061","Delivered",2023-12-23,"SKU12663",5
"OD10061","Delivered",2023-12-23,"SKU24035",1
"OD10062","Delivered",2023-10-07,"SKU16870",2
"OD10062","Delivered",2023-10-07,"SKU14229",5
"OD10062","Delivered",2023-10-07,"SKU23250",4
"OD10062","Delivered",2023-10-07,"SKU15476",2
"OD10062","Delivered",2023-10-07,"SKU23157",5
"OD10062","Delivered",2023-10-07,"SKU16242",2
"OD10062","Delivered",2023-10-07,"SKU15353",2
"OD10063","Delivered",2023-04-15,"SKU17064",4
"OD10063","Delivered",2023-04-15,"SKU29371",1
"OD10063","Delivered",2023-04-15,"SKU29953",4
"OD10063","Delivered",2023-04-15,"SKU29489",2
"OD10063","Delivered",2023-04-15,"SKU12157",3
"OD10063","Delivered",2023-04-15,"SKU16192",5
"OD10063","Delivered",2023-04-15,"SKU27318",5
"OD10064","Delivered",2023-09-24,"SKU13805",3
"OD10064","Delivered",2023-09-24,"SKU13575",2
"OD10064","Delivered",2023-09-24,"SKU24348",2
"OD10064","Delivered",2023-09-24,"SKU18801",2
"OD10064","Delivered",2023-09-24,"SKU23194",4
"OD10064","Delivered",2023-09-24,"SKU17908",2
"OD10064","Delivered",2023-09-24,"SKU13860",4
"OD10064","Delivered",2023-09-24,"SKU28701",2
"OD10064","Delivered",2023-09-24,"SKU15110",2
"OD10065","Order placed",2023-07-15,"SKU17814",4
"OD10065","Order placed",2023-07-15,"SKU16114",5
"OD10065","Order placed",2023-07-15,"SKU17399",1
"OD10065","Order placed",2023-07-15,"SKU18634",4
"OD10065","Order placed",2023-07-15,"SKU14047",1
"OD10066","Delivered",2023-07-04,"SKU21881",3
"OD10066","Delivered",2023-07-04,"SKU19634",2
"OD10066","Delivered",2023-07-04,"SKU16696",2
"OD10067","In transit",2023-02-27,"SKU13160",4
"OD10067","In transit",2023-02-27,"SKU21097",4
"OD10067","In transit",2023-02-27,"SKU26521",4
"OD10067","In transit",2023-02-27,"SKU26452",2
"OD10067","In transit",2023-02-27,"SKU24949",2
"OD10067","In transit",2023-02-27,"SKU19655",4
"OD10067","In transit",2023-02-27,"SKU22176",3
"OD10067","In transit",2023-02-27,"SKU24754",5
"OD10067","In transit",2023-02-27,"SKU21445",2
"OD10068","Order placed",2023-04-13,"SKU24300",5
"OD10068","Order placed",2023-04-13,"SKU22489",5
"OD10068","Order placed",2023-04-13,"SKU28428",3
"OD10068","Order placed",2023-04-13,"SKU18938",3
"OD10068","Order placed",2023-04-13,"SKU11600",2
"OD10068","Order placed",2023-04-13,"SKU19467",4
"OD10069","Delivered",2023-07-15,"SKU25900",3
"OD10069","Delivered",2023-07-15,"SKU11869",4
"OD10069","Delivered",2023-07-15,"SKU14059",3
"OD10069","Delivered",2023-07-15,"SKU17075",2
"OD10069","Delivered",2023-07-15,"SKU10429",4
"OD10070","Delivered",2023-02-09,"SKU23083",4
"OD10070","Delivered",2023-02-09,"SKU17435",4
"OD10070","Delivered",2023-02-09,"SKU15829",5
"OD10070","Delivered",2023-02-09,"SKU26880",4
"OD10070","Delivered",2023-02-09,"SKU18700",4
"OD10070","Delivered",2023-02-09,"SKU26593",5
"OD10070","Delivered",2023-02-09,"SKU28421",4
"OD10070","Delivered",2023-02-09,"SKU24049",3
"OD10070","Delivered",2023-02-09,"SKU16772",2
"OD10071","Delivered",2023-10-09,"SKU20803",4
"OD10071","Delivered",2023-10-09,"SKU24808",1
"OD10071","Delivered",2023-10-09,"SKU16481",1
"OD10071","Delivered",2023-10-09,"SKU24437",4
"OD10071","Delivered",2023-10-09,"SKU12171",4
"OD10071","Delivered",2023-10-09,"SKU28618",5
"OD10071","Delivered",2023-10-09,"SKU20458",3
"OD10071","Delivered",2023-10-09,"SKU19750",5
"OD10071","Delivered",2023-10-09,"SKU14933",2
"OD10071","Delivered",2023-10-09,"SKU29152",3
"OD10072","In transit",2023-09-25,"SKU13597",1
"OD10072","In transit",2023-09-25,"SKU17701",2
"OD10072","In transit",2023-09-25,"SKU16432",2
"OD10072","In transit",2023-09-25,"SKU11643",3
"OD10072","In transit",2023-09-25,"SKU24616",4
"OD10072","In transit",2023-09-25,"SKU10309",2
"OD10072","In transit",2023-09-25,"SKU18223",5
"OD10072","In transit",2023-09-25,"SKU29686",4
"OD10073","Delivered",2023-01-30,"SKU12965",1
"OD10073","Delivered",2023-01-30,"SKU12810",4
"OD10073","Delivered",2023-01-30,"SKU11864",1
"OD10073","Delivered",2023-01-30,"SKU17651",2
"OD10073","Delivered",2023-01-30,"SKU10575",3
"OD10073","Delivered",2023-01-30,"SKU20687",2
"OD10073","Delivered",2023-01-30,"SKU24338",3
"OD10073","Delivered",2023-01-30,"SKU29664",4
"OD10073","Delivered",2023-01-30,"SKU21892",2
"OD10074","Delivered",2023-10-10,"SKU20056",4
"OD10074","Delivered",2023-10-10,"SKU29879",4
"OD10074","Delivered",2023-10-10,"SKU10294",3
"OD10075","Order placed",2023-11-01,"SKU15397",4
"OD10075","Order placed",2023-11-01,"SKU13899",1
"OD10075","Order placed",2023-11-01,"SKU23850",3
"OD10075","Order placed",2023-11-01,"SKU18364",4
"OD10075","Order placed",2023-11-01,"SKU11502",3
"OD10075","Order placed",2023-11-01,"SKU23559",2
"OD10076","Delivered",2023-03-10,"SKU24083",5
"OD10076","Delivered",2023-03-10,"SKU13744",3
"OD10076","Delivered",2023-03-10,"SKU14152",4
"OD10076","Delivered",2023-03-10,"SKU21201",2
"OD10076","Delivered",2023-03-10,"SKU21076",2
"OD10076","Delivered",2023-03-10,"SKU12842",4
"OD10076","Delivered",2023-03-10,"SKU14667",5
"OD10077","In transit",2023-06-14,"SKU23035",4
"OD10078","In transit",2023-12-26,"SKU21754",3
"OD10078","In transit",2023-12-26,"SKU25488",4
"OD10078","In transit",2023-12-26,"SKU14661",4
"OD10078","In transit",2023-12-26,"SKU26880",3
"OD10078","In transit",2023-12-26,"SKU23569",1
"OD10078","In transit",2023-12-26,"SKU12402",1
"OD10078","In transit",2023-12-26,"SKU26540",1
"OD10078","In transit",2023-12-26,"SKU17949",2
"OD10079","Order placed",2023-04-25,"SKU10493",3
"OD10079","Order placed",2023-04-25,"SKU15247",4
"OD10079","Order placed",2023-04-25,"SKU14790",5
"OD10079","Order placed",2023-04-25,"SKU20628",5
"OD10079","Order placed",2023-04-25,"SKU18318",5
"OD10079","Order placed",2023-04-25,"SKU13298",2
"OD10079","Order placed",2023-04-25,"SKU21329",3
"OD10079","Order placed",2023-04-25,"SKU19866",5
"OD10079","Order placed",2023-04-25,"SKU23305",1
"OD10080","Order placed",2023-06-21,"SKU22867",4
"OD10080","Order placed",2023-06-21,"SKU27479",4
"OD10080","Order placed",2023-06-21,"SKU25101",3
"OD10080","Order placed",2023-06-21,"SKU21485",3
"OD10080","Order placed",2023-06-21,"SKU28776",5
"OD10081","Delivered",2023-05-05,"SKU24087",2
"OD10081","Delivered",2023-05-05,"SKU21034",2
"OD10081","Delivered",2023-05-05,"SKU24111",3
"OD10081","Delivered",2023-05-05,"SKU10907",1
"OD10081","Delivered",2023-05-05,"SKU20820",5
"OD10081","Delivered",2023-05-05,"SKU21638",2
"OD10082","In transit",2023-05-07,"SKU11365",2
"OD10083","Delivered",2023-12-13,"SKU25551",1
"OD10083","Delivered",2023-12-13,"SKU20603",4
"OD10083","Delivered",2023-12-13,"SKU11899",5
"OD10083","Delivered",2023-12-13,"SKU18289",1
"OD10084","Delivered",2023-06-16,"SKU10850",3
"OD10084","Delivered",2023-06-16,"SKU27474",2
"OD10084","Delivered",2023-06-16,"SKU15786",1
"OD10084","Delivered",2023-06-16,"SKU25421",4
"OD10084","Delivered",2023-06-16,"SKU13564",3
"OD10084","Delivered",2023-06-16,"SKU28559",3
"OD10085","In transit",2023-03-22,"SKU15837",3
"OD10085","In transit",2023-03-22,"SKU26948",2
"OD10085","In transit",2023-03-22,"SKU20149",5
"OD10085","In transit",2023-03-22,"SKU25860",5
"OD10086","In transit",2023-07-15,"SKU20002",2
"OD10086","In transit",2023-07-15,"SKU23827",3
"OD10086","In transit",2023-07-15,"SKU16785",4
"OD10086","In transit",2023-07-15,"SKU21808",3
"OD10086","In transit",2023-07-15,"SKU22750",2
"OD10086","In transit",2023-07-15,"SKU26065",2
"OD10086","In transit",2023-07-15,"SKU10109",2
"OD10086","In transit",2023-07-15,"SKU24279",3
"OD10086","In transit",2023-07-15,"SKU14215",5
"OD10087","Delivered",2023-10-01,"SKU11606",4
"OD10087","Delivered",2023-10-01,"SKU24243",4
"OD10088","Delivered",2023-03-31,"SKU18040",2
"OD10088","Delivered",2023-03-31,"SKU23249",1
"OD10089","Delivered",2023-11-15,"SKU11328",4
"OD10089","Delivered",2023-11-15,"SKU13892",2
"OD10089","Delivered",2023-11-15,"SKU21595",3
"OD10089","Delivered",2023-11-15,"SKU11887",4
"OD10089","Delivered",2023-11-15,"SKU24021",2
"OD10089","Delivered",2023-11-15,"SKU12347",4
"OD10089","Delivered",2023-11-15,"SKU11537",5
"OD10089","Delivered",2023-11-15,"SKU21765",2
"OD10089","Delivered",2023-11-15,"SKU11306",3
"OD10090","In transit",2023-12-18,"SKU28276",5
"OD10090","In transit",2023-12-18,"SKU23904",4
"OD10091","Delivered",2023-02-27,"SKU18649",2
"OD10091","Delivered",2023-02-27,"SKU10078",3
"OD10091","Delivered",2023-02-27,"SKU21283",4
"OD10091","Delivered",2023-02-27,"SKU23164",4
"OD10091","Delivered",2023-02-27,"SKU26820",4
"OD10091","Delivered",2023-02-27,"SKU28087",5
"OD10092","Delivered",2023-04-03,"SKU16273",1
"OD10092","Delivered",2023-04-03,"SKU24349",3
"OD10093","In transit",2023-08-10,"SKU17694",4
"OD10093","In transit",2023-08-10,"SKU17247",5
"OD10093","In transit",2023-08-10,"SKU28414",3
"OD10093","In transit",2023-08-10,"SKU16721",4
"OD10093","In transit",2023-08-10,"SKU21032",1
"OD10093","In transit",2023-08-10,"SKU19563",3
"OD10093","In transit",2023-08-10,"SKU28576",4
"OD10093","In transit",2023-08-10,"SKU18733",3
"OD10093","In transit",2023-08-10,"SKU23780",2
"OD10094","Delivered",2023-02-16,"SKU26032",1
"OD10094","Delivered",2023-02-16,"SKU24754",3
"OD10094","Delivered",2023-02-16,"SKU29955",3
"OD10094","Delivered",2023-02-16,"SKU23584",5
"OD10094","Delivered",2023-02-16,"SKU28366",4
"OD10094","Delivered",2023-02-16,"SKU16131",4
"OD10094","Delivered",2023-02-16,"SKU13507",3
"OD10094","Delivered",2023-02-16,"SKU28008",3
