"SHIPPING_ID","POST_CODE","CARRIER"
"SH10156","SL5 9DD","Evri"
"SH10157","DD8 1UA","DHL"
"SH10158","DY11 6NU","Royal Mail"
"SH10159","RG2 7DG","Royal Mail"
"SH10160","BT41 9BJ","FedEx"
"SH10161","G71 8DG","DHL"
"SH10162","BN21 2SB","Royal Mail"
"SH10163","NR5 0BQ","UPS"
"SH10164","TS10 3QJ","UPS"
"SH10165","LN4 1FJ","Evri"
"SH10166","DL7 7FJ","FedEx"
"SH10167","DA7 6SL","UPS"
"SH10168","BH19 2FH","Evri"
"SH10169","RH16 1AG","FedEx"
"SH10170","IP22 1RF","FedEx"
"SH10171","TN17 2RP","DHL"
"SH10172","GU4 8RT","UPS"
"SH10173","PO21 9JG","Royal Mail"
"SH10174","LA1 9SS","DHL"
"SH10175","GU34 5JU","FedEx"
"SH10176","TN26 1EA","Evri"
"SH10177","OL5 9JR","DHL"
"SH10178","NW3 1SA","Royal Mail"
"SH10179","DE22 3XT","FedEx"
"SH10180","DD8 3FU","DHL"
"SH10181","IP5 3UJ","Evri"
"SH10182","NW4 4PH","DHL"
"SH10183","CF32 9EE","Evri"
"SH10184","IM4 7DN","UPS"
"SH10185","SO23 3RD","DHL"
"SH10186","N5 1JR","UPS"
"SH10187","PL16 0DX","UPS"
"SH10188","WN3 6EA","Royal Mail"
"SH10189","DE6 3HF","Evri"
"SH10190","RG14 1RB","UPS"
"SH10191","BB9 0FA","UPS"
"SH10192","TR11 2AN","Evri"
"SH10193","SY17 5LL","DHL"
"SH10194","W1F 8HW","UPS"
"SH10195","TN6 1XE","Evri"
"SH10196","ST16 2RB","UPS"
"SH10197","LS21 2PS","DHL"
"SH10198","GU46 7AG","DHL"
"SH10199","ST9 9JE","Royal Mail"
"SH10200","W1J 8BE","DHL"
"SH10201","PO8 0ZF","FedEx"
"SH10202","LS14 2DR","UPS"
"SH10203","IP10 0QX","DHL"
"SH10204","LS28 9LP","Evri"
"SH10205","NG34 8PZ","Royal Mail"
"SH10206","PO7 7QS","Royal Mail"
"SH10207","BT71 7QQ","UPS"
"SH10208","ST9 0BH","UPS"
"SH10209","KA12 8RT","Evri"
"SH10210","SL3 0JF","DHL"
"SH10211","LE12 7AL","DHL"
"SH10212","IP32 7JF","UPS"
"SH10213","KA8 0BF","FedEx"
"SH10214","OX5 1JX","UPS"
"SH10215","BD2 3DE","Royal Mail"
"SH10216","TN12 0BG","DHL"
"SH10217","BT45 7ND","Evri"
"SH10218","M28 7EU","FedEx"
"SH10219","G33 5PN","DHL"
"SH10220","B76 9PP","UPS"
"SH10221","MK3 6EP","Royal Mail"
"SH10222","BS30 8FF","Royal Mail"
"SH10223","BA2 7SH","DHL"
"SH10224","L33 1SS","FedEx"
"SH10225","KA1 1PG","DHL"
"SH10226","TD5 7RB","UPS"
"SH10227","HA4 6RS","Evri"
"SH10228","NE47 7EH","DHL"
"SH10229","NW6 7DH","Evri"
"SH10230","TA2 6RH","Evri"
"SH10231","E9 6EY","FedEx"
"SH10232","PE3 6HS","Evri"
"SH10233","BA11 3DN","DHL"
"SH10234","HA8 5PA","UPS"
"SH10235","SS17 0ND","UPS"
"SH10236","LL67 0ED","FedEx"
"SH10237","KT18 7ER","FedEx"
"SH10238","EX5 2HA","Royal Mail"
"SH10239","TF3 5FL","DHL"
"SH10240","DT1 2ET","Evri"
"SH10241","SG4 9RH","Evri"
"SH10242","NP12 3XB","DHL"
"SH10243","G82 5HJ","UPS"
"SH10244","B63 3BL","Royal Mail"
"SH10245","GU8 4EZ","Royal Mail"
"SH10246","JE3 9GW","Royal Mail"
"SH10247","BB9 0DS","Royal Mail"
"SH10248","CF45 3UD","DHL"
"SH10249","BA1 6LD","Royal Mail"
"SH10250","S75 6BP","Evri"
"SH10251","WA15 7HL","Evri"
"SH10252","RH11 8SY","FedEx"
"SH10253","G66 5AP","Royal Mail"
"SH10254","BT5 4QU","UPS"
"SH10255","DN32 0HL","DHL"
"SH10256","ST16 1XB","Evri"
"SH10257","PE11 3PH","Evri"
"SH10258","AL2 3EH","FedEx"
"SH10259","DG1 3AL","UPS"
"SH10260","BA4 5NF","UPS"
"SH10261","BA12 6PQ","Royal Mail"
"SH10262","CR3 6YA","DHL"
"SH10263","CF63 2HP","DHL"
"SH10264","SA9 1JJ","FedEx"
"SH10265","SY12 0PQ","Evri"
"SH10266","LS20 9PS","DHL"
"SH10267","ML2 7JN","Royal Mail"
"SH10268","S40 4QL","Royal Mail"
"SH10269","S75 1DZ","Evri"
"SH10270","B24 9LN","DHL"
"SH10271","MK13 7NT","Evri"
"SH10272","IV51 9XB","FedEx"
"SH10273","M4 6FD","Evri"
"SH10274","BD12 8QJ","UPS"
"SH10275","TS3 0EQ","Evri"
"SH10276","HP22 5XB","Royal Mail"
"SH10277","B28 0LG","FedEx"
"SH10278","CM3 5JL","DHL"
"SH10279","KT17 4NH","Evri"
"SH10280","SM7 3BA","Evri"
"SH10281","N19 3DQ","FedEx"
"SH10282","LL58 8NE","DHL"
"SH10283","HU17 8TE","DHL"
"SH10284","CB7 5FD","DHL"
"SH10285","DL12 9BG","FedEx"
"SH10286","DH8 9SQ","FedEx"
"SH10287","G13 4EL","UPS"
"SH10288","PE24 4RJ","DHL"
"SH10289","DL6 2DJ","Evri"
"SH10290","NW6 6DZ","DHL"
"SH10291","IP1 5PS","Royal Mail"
"SH10292","E4 6TB","FedEx"
"SH10293","W1U 8BF","Evri"
"SH10294","DN17 4LQ","UPS"
"SH10295","L24 6SA","Evri"
"SH10296","S13 7PW","Royal Mail"
"SH10297","L37 8DN","Evri"
"SH10298","WA4 2DY","FedEx"
"SH10299","TA4 1HX","Royal Mail"
"SH10300","LD3 8AY","Evri"
"SH10301","SE27 9PJ","DHL"
"SH10302","M33 7YB","FedEx"
"SH10303","W5 1BX","DHL"
"SH10304","BT23 4SW","DHL"
"SH10305","ST1 6UQ","FedEx"
"SH10306","HA0 2RA","DHL"
"SH10307","NG8 6QQ","UPS"
"SH10308","SE1 3NG","FedEx"
"SH10309","WS12 1AZ","DHL"
"SH10310","KT11 1BN","FedEx"
"SH10311","HD3 4RQ","UPS"
"SH10312","M14 6BR","DHL"
"SH10313","HG1 1BL","Royal Mail"
"SH10314","G69 6LS","Royal Mail"
"SH10315","L1 3DT","UPS"
"SH10316","EN7 5DW","Evri"
"SH10317","B14 5PX","UPS"
"SH10318","UB5 5HT","FedEx"
"SH10319","CH1 9BZ","Evri"
"SH10320","W13 9AP","FedEx"
"SH10321","TW17 8TB","Evri"
"SH10322","KT13 9ER","FedEx"
"SH10323","TS1 5RA","DHL"
"SH10324","DN37 9RR","DHL"
"SH10325","S1 2UJ","DHL"
"SH10326","HX4 0AG","FedEx"
"SH10327","BB9 5BA","DHL"
"SH10328","BN1 2TB","DHL"
"SH10329","UB7 9HA","UPS"
"SH10330","L15 6XQ","UPS"
"SH10331","HU17 0FF","UPS"
"SH10332","UB4 8EJ","Royal Mail"
"SH10333","CO6 3HQ","DHL"
"SH10334","TR18 4NN","UPS"
"SH10335","BT35 8BE","FedEx"
"SH10336","HU11 4ED","Royal Mail"
"SH10337","HP21 7HJ","Royal Mail"
"SH10338","NR2 4EU","FedEx"
"SH10339","TA24 8SQ","Royal Mail"
"SH10340","CF11 7BG","FedEx"
"SH10341","TN24 9QY","Evri"
"SH10342","SA46 0HG","UPS"
"SH10343","EH16 4LN","Royal Mail"
"SH10344","CV10 8PU","DHL"
"SH10345","SL4 3NF","FedEx"
"SH10346","DL9 4NY","UPS"
"SH10347","E1 4PZ","UPS"
"SH10348","M20 2GN","FedEx"
"SH10349","B24 8HZ","FedEx"
"SH10350","HR4 0QT","FedEx"
"SH10351","SK14 5SQ","UPS"
"SH10352","BB3 1DX","Evri"
"SH10353","EH8 9TH","Royal Mail"
"SH10354","EH23 4QX","Royal Mail"
"SH10355","BL1 8SL","UPS"
"SH10356","GL51 9RG","Evri"
"SH10357","KY8 5QF","Evri"
"SH10358","SE25 4HG","Evri"
"SH10359","PE27 5WQ","Royal Mail"
"SH10360","M25 0FF","Evri"
"SH10361","PH1 3QN","Royal Mail"
"SH10362","SL7 2ET","UPS"
"SH10363","CF82 7SB","DHL"
"SH10364","PL15 8AB","FedEx"
"SH10365","BS22 6SQ","Royal Mail"
"SH10366","CM21 9BX","FedEx"
"SH10367","YO13 0PE","Evri"
"SH10368","PE6 8EY","DHL"
"SH10369","B21 9DE","Royal Mail"
"SH10370","SO51 0PR","DHL"
"SH10371","CF48 2DH","Royal Mail"
"SH10372","PO5 3BL","UPS"
"SH10373","PE8 6EJ","UPS"
"SH10374","G76 9DS","UPS"
"SH10375","PR5 6FB","Evri"
"SH10376","NE9 7PX","Evri"
"SH10377","LS10 1BD","Royal Mail"
"SH10378","B73 6JF","FedEx"
"SH10379","GL56 9QB","FedEx"
"SH10380","AB41 9JF","Evri"
"SH10381","NG11 6GE","UPS"
"SH10382","KT2 5GT","FedEx"
"SH10383","ST18 0YF","Evri"
"SH10384","TA1 5BU","Evri"
"SH10385","TN38 0UB","Evri"
"SH10386","SO53 1HL","Royal Mail"
"SH10387","M29 8SU","Evri"
"SH10388","HR6 8SF","Evri"
"SH10389","G41 4HH","Royal Mail"
"SH10390","WA6 0BF","Evri"
"SH10391","LS13 1FA","Royal Mail"
"SH10392","MK3 7UQ","Royal Mail"
"SH10393","GU23 6DE","UPS"
"SH10394","E11 1QD","Evri"
"SH10395","N9 0GW","FedEx"
"SH10396","CM11 1AL","DHL"
"SH10397","NG17 5LZ","Evri"
"SH10398","EH17 7JG","DHL"
"SH10399","B29 4BE","FedEx"
"SH10400","CA8 2NH","DHL"
"SH10401","OX29 4ER","Royal Mail"
"SH10402","B68 0ET","FedEx"
"SH10403","ME18 5PS","Evri"
"SH10404","SA3 1AU","UPS"
"SH10405","IV1 1PQ","Royal Mail"
"SH10406","DH6 1QN","UPS"
"SH10407","NR7 7SG","DHL"
"SH10408","TN2 3LY","UPS"
"SH10409","OL14 7NE","DHL"
"SH10410","NP23 4QA","UPS"
"SH10411","HP21 7LR","FedEx"
"SH10412","CF3 4BG","UPS"
"SH10413","NP23 7TG","FedEx"
"SH10414","DH7 8UE","UPS"
"SH10415","CV6 1PF","FedEx"
"SH10416","S64 8FG","FedEx"
"SH10417","RG18 9XX","Evri"
"SH10418","CM14 4HX","Evri"
"SH10419","SR3 1TD","Royal Mail"
"SH10420","DL10 6BG","Evri"
"SH10421","DY8 4RW","DHL"
"SH10422","NG25 0DU","FedEx"
"SH10423","DN10 6PN","DHL"
"SH10424","IG2 6UR","Royal Mail"
"SH10425","NE33 2TB","DHL"
"SH10426","YO12 7JA","Evri"
"SH10427","N3 2PG","FedEx"
"SH10428","B90 2EH","Royal Mail"
"SH10429","GU34 9DZ","DHL"
"SH10430","SO45 5SP","Evri"
"SH10431","NG17 8SU","DHL"
"SH10432","PL24 2NP","DHL"
"SH10433","W1U 2JP","Royal Mail"
"SH10434","L8 0XU","Royal Mail"
"SH10435","TA1 5LF","FedEx"
"SH10436","NG17 3BQ","DHL"
"SH10437","CM20 1RU","Evri"
"SH10438","NG7 3EF","Evri"
"SH10439","DN35 0SQ","Evri"
"SH10440","B66 3TX","DHL"
"SH10441","DD5 1JU","DHL"
"SH10442","TA1 5JE","UPS"
"SH10443","TS17 7ES","Royal Mail"
"SH10444","YO30 5QW","DHL"
"SH10445","ME15 7QE","Royal Mail"
"SH10446","CF38 1UF","FedEx"
"SH10447","SR4 9PX","DHL"
"SH10448","M14 5GW","Evri"
"SH10449","OX1 9FJ","FedEx"
"SH10450","N4 1DB","FedEx"
"SH10451","CB21 4SD","DHL"
"SH10452","CM15 0RG","UPS"
"SH10453","WD17 2UB","Evri"
"SH10454","TS18 1QF","UPS"
"SH10455","TW11 9FN","Royal Mail"
"SH10456","CW9 6NY","Royal Mail"
"SH10457","AL3 8HJ","Royal Mail"
"SH10458","WF15 7DT","UPS"
"SH10459","NG21 9PX","UPS"
"SH10460","CH1 9WS","Royal Mail"
"SH10461","SK12 1SH","Evri"
"SH10462","W1G 6NP","FedEx"
"SH10463","BD10 0DY","UPS"
"SH10464","CF45 4FD","UPS"
"SH10465","PO11 9PB","Royal Mail"
"SH10466","CV32 6JE","Royal Mail"
"SH10467","TW11 9AX","Royal Mail"
"SH10468","BR1 3TF","Royal Mail"
"SH10469","HP2 5XE","UPS"
"SH10470","S72 7DN","Royal Mail"
"SH10471","PL25 3AE","Royal Mail"
"SH10472","CW6 0DN","Evri"
"SH10473","BH21 7BW","DHL"
"SH10474","PE4 7EZ","Evri"
"SH10475","WD25 0LJ","UPS"
"SH10476","L17 7ET","DHL"
"SH10477","SN4 9BP","Royal Mail"
"SH10478","OL11 2TL","UPS"
"SH10479","OL1 3RE","DHL"
"SH10480","LA22 9JE","UPS"
"SH10481","DD11 2RA","Royal Mail"
"SH10482","ST21 6HL","FedEx"
"SH10483","W2 3DN","DHL"
"SH10484","GY1 2RL","FedEx"
"SH10485","IP29 4EB","FedEx"
"SH10486","B62 0NN","UPS"
"SH10487","BS23 2UL","DHL"
"SH10488","KY11 8TE","FedEx"
"SH10489","LS16 7QT","Evri"
"SH10490","AB37 9HB","Evri"
"SH10491","TN38 0HL","DHL"
"SH10492","HA9 8PQ","Royal Mail"
"SH10493","SS9 4SR","Evri"
"SH10494","RG20 9BN","UPS"
"SH10495","IV24 3BS","DHL"
"SH10496","BL1 6PH","Evri"
"SH10497","M16 9ND","UPS"
"SH10498","DN35 9PN","FedEx"
"SH10499","EH13 9ES","DHL"
"SH10500","NE13 7BW","Evri"
"SH10501","BA3 5AF","Royal Mail"
"SH10502","RH16 3SN","Royal Mail"
"SH10503","LL29 7TT","Evri"
"SH10504","M18 8RZ","Royal Mail"
"SH10505","EH13 9QD","DHL"
"SH10506","B60 2BZ","Evri"
"SH10507","L35 7LH","FedEx"
"SH10508","CV21 4NQ","DHL"
"SH10509","TQ1 3JB","UPS"
"SH10510","LN6 9LZ","Evri"
"SH10511","CV34 5BL","DHL"
"SH10512","ST13 5BT","DHL"
"SH10513","DA17 6FB","Evri"
"SH10514","NR25 7RT","Royal Mail"
"SH10515","ST13 6DA","UPS"
"SH10516","LS28 9EU","Royal Mail"
"SH10517","NG18 9HG","UPS"
"SH10518","BT80 0HP","FedEx"
"SH10519","BH12 1PD","UPS"
"SH10520","SS4 1NZ","Royal Mail"
"SH10521","OX39 4EX","Evri"
"SH10522","EH32 0QZ","DHL"
"SH10523","HD3 4QS","FedEx"
"SH10524","DN17 2LN","Evri"
"SH10525","SK17 7AS","Royal Mail"
"SH10526","CB9 9HS","DHL"
"SH10527","GU14 4SB","DHL"
"SH10528","BT27 5GT","Royal Mail"
"SH10529","S63 6FS","Evri"
"SH10530","WA8 4SE","Royal Mail"
"SH10531","M32 0WZ","Evri"
"SH10532","BA21 5RE","Evri"
"SH10533","CT10 9DP","UPS"
"SH10534","WD24 5JS","FedEx"
"SH10535","CW11 4RS","FedEx"
"SH10536","CM0 7NQ","UPS"
"SH10537","G84 9LY","UPS"
"SH10538","TF10 8PJ","UPS"
"SH10539","BB9 4TP","Royal Mail"
"SH10540","SO19 6LT","Evri"
"SH10541","BR5 1LF","UPS"
"SH10542","OX2 6UX","FedEx"
"SH10543","CH43 2GE","FedEx"
"SH10544","PL7 1QP","FedEx"
"SH10545","CT11 0BF","UPS"
"SH10546","IP7 7NE","Royal Mail"
"SH10547","TN37 7SF","DHL"
"SH10548","CW1 9SY","FedEx"
"SH10549","BN1 4AS","DHL"
"SH10550","CM15 0LH","FedEx"
"SH10551","M21 7GZ","DHL"
"SH10552","E14 9AA","Royal Mail"
"SH10553","CW11 4SD","UPS"
"SH10554","LE67 9SQ","Evri"
"SH10555","NN5 6RE","UPS"
"SH10556","LS29 8LT","Royal Mail"
"SH10557","PL19 0NA","DHL"
"SH10558","WD7 7AJ","UPS"
"SH10559","S20 1AF","Evri"
"SH10560","BN21 2YL","Royal Mail"
"SH10561","TA21 8RT","Evri"
"SH10562","CH4 0JS","FedEx"
"SH10563","ML9 2FR","Royal Mail"
"SH10564","GL14 9BG","UPS"
"SH10565","BH21 1TT","FedEx"
"SH10566","NG9 3GD","Royal Mail"
"SH10567","CM77 6TJ","Royal Mail"
"SH10568","TN23 1PS","Royal Mail"
"SH10569","IG8 8GW","FedEx"
"SH10570","BL3 6AS","DHL"
"SH10571","CV10 7QD","FedEx"
"SH10572","E4 8YJ","Evri"
"SH10573","BT54 6JZ","FedEx"
"SH10574","BT78 2EZ","Royal Mail"
"SH10575","BR2 7NQ","UPS"
"SH10576","TQ12 6ED","UPS"
"SH10577","KA10 6NG","FedEx"
"SH10578","ME2 3LX","DHL"
"SH10579","PO10 7RX","DHL"
"SH10580","WF11 8ND","Royal Mail"
"SH10581","BD16 2UA","UPS"
"SH10582","LE6 0DU","UPS"
"SH10583","BL8 2PD","DHL"
"SH10584","HP7 0AD","Evri"
"SH10585","WA1 4DU","UPS"
"SH10586","B19 1HZ","Evri"
"SH10587","LE17 6HJ","FedEx"
"SH10588","HA5 1HU","DHL"
"SH10589","EN2 0JB","DHL"
"SH10590","ML8 5JF","Royal Mail"
"SH10591","BH20 4SQ","Evri"
"SH10592","G14 0NN","DHL"
"SH10593","PR3 0FA","Evri"
"SH10594","WV13 3SG","UPS"
"SH10595","NP19 4QZ","Evri"
"SH10596","SO53 5QA","FedEx"
"SH10597","PE19 8QL","Royal Mail"
"SH10598","N8 9JT","DHL"
"SH10599","EN3 6QH","Evri"
"SH10600","CW2 8UB","Evri"
"SH10601","CM6 2QF","FedEx"
"SH10602","BT23 5BY","Evri"
"SH10603","BH19 2LE","Evri"
"SH10604","BB4 4JH","DHL"
"SH10605","PO2 7JY","Royal Mail"
"SH10606","BT48 7RY","Royal Mail"
"SH10607","OL14 7DT","UPS"
"SH10608","LS28 9LS","Royal Mail"
"SH10609","PL6 7SB","DHL"
"SH10610","YO23 1LT","DHL"
"SH10611","AL3 5QX","Evri"
"SH10612","MK17 8YL","DHL"
"SH10613","BT40 2UP","Royal Mail"
"SH10614","M8 8WQ","Evri"
"SH10615","BS8 3UY","Royal Mail"
"SH10616","CT6 5PJ","Royal Mail"
"SH10617","KT10 0NF","Royal Mail"
"SH10618","NE34 7PY","UPS"
"SH10619","DH8 5XL","Evri"
"SH10620","KT12 4LN","UPS"
"SH10621","KT19 0JT","DHL"
"SH10622","DL3 7BQ","UPS"
"SH10623","IP25 6RS","FedEx"
"SH10624","BL5 3LD","Evri"
"SH10625","TS19 8BG","Royal Mail"
"SH10626","FK15 0NT","DHL"
"SH10627","CR8 5JD","Evri"
"SH10628","B5 7JP","UPS"
"SH10629","SL9 8WT","FedEx"
"SH10630","NP19 0PD","Evri"
"SH10631","LD3 9TT","FedEx"
"SH10632","BH9 2DF","Evri"
"SH10633","M34 5SJ","FedEx"
"SH10634","AB43 7ET","Royal Mail"
"SH10635","RM9 9SY","Royal Mail"
"SH10636","WN6 0RB","DHL"
"SH10637","TW2 6NL","FedEx"
"SH10638","B61 8ED","UPS"
"SH10639","OL14 5DB","Evri"
"SH10640","LE12 9PP","Royal Mail"
"SH10641","YO8 5JH","UPS"
"SH10642","IP28 7NQ","UPS"
"SH10643","KA10 7GF","UPS"
"SH10644","BH13 6AQ","DHL"
"SH10645","CR5 1SE","FedEx"
"SH10646","LL22 8LR","Evri"
"SH10647","LE67 2QA","FedEx"
"SH10648","DT3 5JL","Evri"
"SH10649","B60 1JG","Royal Mail"
"SH10650","M9 5RX","FedEx"
"SH10651","LE5 6GE","Royal Mail"
"SH10652","PL2 2LR","Evri"
"SH10653","G41 5PN","UPS"
"SH10654","ME2 4JB","FedEx"
"SH10655","CH45 3LA","Royal Mail"
"SH10656","B47 5BX","DHL"
"SH10657","TW20 0EY","Evri"
"SH10658","IG7 5QZ","Royal Mail"
"SH10659","G76 7SX","Evri"
"SH10660","WN2 4NQ","Evri"
"SH10661","DL9 3NF","Royal Mail"
"SH10662","ST13 8YD","UPS"
"SH10663","BA5 1FP","Evri"
"SH10664","DH6 4HU","Royal Mail"
"SH10665","RG9 2LR","UPS"
"SH10666","PR3 1GX","Evri"
"SH10667","NG22 9LL","UPS"
"SH10668","OL8 4DX","Evri"
"SH10669","NG19 7AR","UPS"
"SH10670","BS27 3DE","FedEx"
"SH10671","ML12 6FS","DHL"
"SH10672","EH42 1AP","UPS"
"SH10673","DH3 3HE","UPS"
"SH10674","GU1 4TT","UPS"
"SH10675","GL6 6HA","Evri"
"SH10676","SY1 2RG","Evri"
"SH10677","TA9 3DN","Royal Mail"
"SH10678","KA6 6AH","FedEx"
"SH10679","NP23 4AJ","Royal Mail"
"SH10680","BD5 0TP","DHL"
"SH10681","CA22 2UA","UPS"
"SH10682","RM14 3UX","FedEx"
"SH10683","KA6 7HQ","Royal Mail"
"SH10684","WR4 0AN","UPS"
"SH10685","OL12 7PT","UPS"
"SH10686","MK5 7HX","UPS"
"SH10687","SA12 7LN","DHL"
"SH10688","SS12 0LT","Royal Mail"
"SH10689","FY7 6TZ","FedEx"
"SH10690","G84 8BQ","DHL"
"SH10691","E8 9GY","DHL"
"SH10692","W5 1DX","UPS"
"SH10693","LE67 9RX","FedEx"
"SH10694","NE33 3NB","Royal Mail"
"SH10695","WV7 3NN","DHL"
"SH10696","IM7 1ES","DHL"
"SH10697","NE32 4SW","UPS"
"SH10698","CF64 4DE","Evri"
"SH10699","PO22 8DP","Evri"
"SH10700","BS49 4ES","FedEx"
"SH10701","BL6 5LL","DHL"
"SH10702","CH42 3XY","Royal Mail"
"SH10703","YO21 1LZ","UPS"
"SH10704","TS10 2QD","Evri"
