"ORDER_ID","CUSTOMER_ID","ORDER_DATE","ORDER_STATUS","SHIPPING_ID","DELIVERY_DATE","TRANSACTION_ID","PRODUCT_ID","ORDER_QUANTITY","RETURN_QUANTITY","RETURN_DATE"
"OD10013","C175",2023-08-18,"Returned","SH10013",2023-08-20,"TR10013","SKU10971",4,"4",2023-09-10
"OD10014","C102",2023-05-09,"Delivered","SH10014",2023-05-15,"TR10014","SKU14912",3,"",NA
"OD10014","C102",2023-05-09,"Delivered","SH10014",2023-05-15,"TR10014","SKU14235",2,"",NA
"OD10014","C102",2023-05-09,"Delivered","SH10014",2023-05-15,"TR10014","SKU14245",2,"",NA
"OD10014","C102",2023-05-09,"Delivered","SH10014",2023-05-15,"TR10014","SKU10642",1,"",NA
"OD10014","C102",2023-05-09,"Delivered","SH10014",2023-05-15,"TR10014","SKU13860",4,"",NA
"OD10015","C104",2023-04-06,"Delivered","SH10015",2023-04-08,"TR10015","SKU12334",4,"",NA
"OD10015","C104",2023-04-06,"Delivered","SH10015",2023-04-08,"TR10015","SKU10080",3,"",NA
"OD10015","C104",2023-04-06,"Delivered","SH10015",2023-04-08,"TR10015","SKU13532",4,"",NA
"OD10015","C104",2023-04-06,"Delivered","SH10015",2023-04-08,"TR10015","SKU10111",5,"",NA
"OD10016","C4",2023-07-20,"Returned","SH10016",2023-07-25,"TR10016","SKU12486",2,"1",2023-07-30
"OD10016","C4",2023-07-20,"Returned","SH10016",2023-07-25,"TR10016","SKU10257",3,"1",2023-08-18
"OD10016","C4",2023-07-20,"Returned","SH10016",2023-07-25,"TR10016","SKU12437",2,"1",2023-08-14
"OD10016","C4",2023-07-20,"Returned","SH10016",2023-07-25,"TR10016","SKU14173",1,"1",2023-08-03
"OD10016","C4",2023-07-20,"Returned","SH10016",2023-07-25,"TR10016","SKU11595",4,"4",2023-08-12
"OD10016","C4",2023-07-20,"Returned","SH10016",2023-07-25,"TR10016","SKU10496",4,"2",2023-08-18
"OD10016","C4",2023-07-20,"Returned","SH10016",2023-07-25,"TR10016","SKU10155",3,"1",2023-08-06
"OD10016","C4",2023-07-20,"Returned","SH10016",2023-07-25,"TR10016","SKU13614",3,"3",2023-08-01
"OD10017","C24",2023-11-15,"Delivered","SH10017",2023-11-21,"TR10017","SKU10940",1,"",NA
"OD10017","C24",2023-11-15,"Delivered","SH10017",2023-11-21,"TR10017","SKU11897",3,"",NA
"OD10017","C24",2023-11-15,"Delivered","SH10017",2023-11-21,"TR10017","SKU12744",1,"",NA
"OD10017","C24",2023-11-15,"Delivered","SH10017",2023-11-21,"TR10017","SKU11564",2,"",NA
"OD10017","C24",2023-11-15,"Delivered","SH10017",2023-11-21,"TR10017","SKU10441",4,"",NA
"OD10017","C24",2023-11-15,"Delivered","SH10017",2023-11-21,"TR10017","SKU12609",4,"",NA
"OD10017","C24",2023-11-15,"Delivered","SH10017",2023-11-21,"TR10017","SKU10220",1,"",NA
"OD10017","C24",2023-11-15,"Delivered","SH10017",2023-11-21,"TR10017","SKU11993",2,"",NA
"OD10018","C17",2023-01-01,"Delivered","SH10018",2023-01-05,"TR10018","SKU10660",3,"",NA
"OD10018","C17",2023-01-01,"Delivered","SH10018",2023-01-05,"TR10018","SKU11001",2,"",NA
"OD10018","C17",2023-01-01,"Delivered","SH10018",2023-01-05,"TR10018","SKU10184",5,"",NA
"OD10019","C33",2023-02-16,"Delivered","SH10019",2023-02-18,"TR10019","SKU14166",5,"",NA
"OD10019","C33",2023-02-16,"Delivered","SH10019",2023-02-18,"TR10019","SKU10982",2,"",NA
"OD10019","C33",2023-02-16,"Delivered","SH10019",2023-02-18,"TR10019","SKU14181",3,"",NA
"OD10019","C33",2023-02-16,"Delivered","SH10019",2023-02-18,"TR10019","SKU11977",5,"",NA
"OD10019","C33",2023-02-16,"Delivered","SH10019",2023-02-18,"TR10019","SKU12421",3,"",NA
"OD10019","C33",2023-02-16,"Delivered","SH10019",2023-02-18,"TR10019","SKU14291",3,"",NA
"OD10019","C33",2023-02-16,"Delivered","SH10019",2023-02-18,"TR10019","SKU10533",5,"",NA
"OD10019","C33",2023-02-16,"Delivered","SH10019",2023-02-18,"TR10019","SKU10422",3,"",NA
"OD10020","C129",2024-02-01,"Delivered","SH10020",2024-02-03,"TR10020","SKU12142",3,"",NA
"OD10020","C129",2024-02-01,"Delivered","SH10020",2024-02-03,"TR10020","SKU12499",3,"",NA
"OD10020","C129",2024-02-01,"Delivered","SH10020",2024-02-03,"TR10020","SKU11786",2,"",NA
"OD10020","C129",2024-02-01,"Delivered","SH10020",2024-02-03,"TR10020","SKU10146",3,"",NA
"OD10020","C129",2024-02-01,"Delivered","SH10020",2024-02-03,"TR10020","SKU12846",4,"",NA
"OD10021","C53",2023-02-11,"Delivered","SH10021",2023-02-18,"TR10021","SKU12579",4,"",NA
"OD10021","C53",2023-02-11,"Delivered","SH10021",2023-02-18,"TR10021","SKU14070",2,"",NA
"OD10022","C51",2023-11-18,"Delivered","SH10022",2023-11-20,"TR10022","SKU10219",3,"",NA
"OD10022","C51",2023-11-18,"Delivered","SH10022",2023-11-20,"TR10022","SKU11437",5,"",NA
"OD10022","C51",2023-11-18,"Delivered","SH10022",2023-11-20,"TR10022","SKU10148",5,"",NA
"OD10023","C39",2023-07-17,"Delivered","SH10023",2023-07-24,"TR10024","SKU12033",2,"",NA
"OD10023","C39",2023-07-17,"Delivered","SH10023",2023-07-24,"TR10024","SKU14517",3,"",NA
"OD10023","C39",2023-07-17,"Delivered","SH10023",2023-07-24,"TR10024","SKU14588",1,"",NA
"OD10023","C39",2023-07-17,"Delivered","SH10023",2023-07-24,"TR10024","SKU10064",2,"",NA
"OD10023","C39",2023-07-17,"Delivered","SH10023",2023-07-24,"TR10024","SKU13693",4,"",NA
"OD10023","C39",2023-07-17,"Delivered","SH10023",2023-07-24,"TR10024","SKU13741",4,"",NA
"OD10023","C39",2023-07-17,"Delivered","SH10023",2023-07-24,"TR10024","SKU10562",4,"",NA
"OD10024","C121",2023-02-18,"Delivered","SH10024",2023-02-19,"TR10025","SKU10625",5,"",NA
"OD10024","C121",2023-02-18,"Delivered","SH10024",2023-02-19,"TR10025","SKU10184",3,"",NA
"OD10024","C121",2023-02-18,"Delivered","SH10024",2023-02-19,"TR10025","SKU11337",4,"",NA
"OD10024","C121",2023-02-18,"Delivered","SH10024",2023-02-19,"TR10025","SKU12092",5,"",NA
"OD10024","C121",2023-02-18,"Delivered","SH10024",2023-02-19,"TR10025","SKU10282",5,"",NA
"OD10024","C121",2023-02-18,"Delivered","SH10024",2023-02-19,"TR10025","SKU13079",2,"",NA
"OD10025","C194",2023-04-09,"Delivered","SH10025",2023-04-14,"TR10026","SKU14933",2,"",NA
"OD10025","C194",2023-04-09,"Delivered","SH10025",2023-04-14,"TR10026","SKU12824",4,"",NA
"OD10025","C194",2023-04-09,"Delivered","SH10025",2023-04-14,"TR10026","SKU12619",3,"",NA
"OD10025","C194",2023-04-09,"Delivered","SH10025",2023-04-14,"TR10026","SKU12294",3,"",NA
"OD10025","C194",2023-04-09,"Delivered","SH10025",2023-04-14,"TR10026","SKU11090",4,"",NA
"OD10025","C194",2023-04-09,"Delivered","SH10025",2023-04-14,"TR10026","SKU13615",1,"",NA
"OD10025","C194",2023-04-09,"Delivered","SH10025",2023-04-14,"TR10026","SKU14927",4,"",NA
"OD10026","C52",2024-02-28,"Delivered","SH10026",2024-03-04,"TR10027","SKU14369",4,"",NA
"OD10026","C52",2024-02-28,"Delivered","SH10026",2024-03-04,"TR10027","SKU10436",4,"",NA
"OD10027","C8",2023-02-14,"Delivered","SH10027",2023-02-15,"TR10029","SKU10859",2,"",NA
"OD10027","C8",2023-02-14,"Delivered","SH10027",2023-02-15,"TR10029","SKU13012",3,"",NA
"OD10028","C192",2023-04-10,"Delivered","SH10028",2023-04-14,"TR10032","SKU10827",1,"",NA
"OD10028","C192",2023-04-10,"Delivered","SH10028",2023-04-14,"TR10032","SKU11961",2,"",NA
"OD10028","C192",2023-04-10,"Delivered","SH10028",2023-04-14,"TR10032","SKU12946",2,"",NA
"OD10029","C197",2024-02-05,"Returned","SH10029",2024-02-12,"TR10033","SKU12324",3,"1",2024-02-23
"OD10029","C197",2024-02-05,"Returned","SH10029",2024-02-12,"TR10033","SKU12921",5,"4",2024-02-16
"OD10029","C197",2024-02-05,"Returned","SH10029",2024-02-12,"TR10033","SKU13140",3,"3",2024-03-06
"OD10029","C197",2024-02-05,"Returned","SH10029",2024-02-12,"TR10033","SKU14651",3,"3",2024-02-27
"OD10029","C197",2024-02-05,"Returned","SH10029",2024-02-12,"TR10033","SKU10055",4,"4",2024-02-26
"OD10029","C197",2024-02-05,"Returned","SH10029",2024-02-12,"TR10033","SKU11481",4,"4",2024-03-05
"OD10029","C197",2024-02-05,"Returned","SH10029",2024-02-12,"TR10033","SKU10446",1,"1",2024-02-16
"OD10029","C197",2024-02-05,"Returned","SH10029",2024-02-12,"TR10033","SKU11687",5,"3",2024-02-23
"OD10029","C197",2024-02-05,"Returned","SH10029",2024-02-12,"TR10033","SKU10622",2,"2",2024-02-16
"OD10030","C66",2023-11-15,"Returned","SH10030",2023-11-17,"TR10034","SKU11601",4,"2",2023-12-12
"OD10030","C66",2023-11-15,"Returned","SH10030",2023-11-17,"TR10034","SKU11713",4,"4",2023-12-01
"OD10030","C66",2023-11-15,"Returned","SH10030",2023-11-17,"TR10034","SKU11226",1,"1",2023-12-15
"OD10030","C66",2023-11-15,"Returned","SH10030",2023-11-17,"TR10034","SKU14383",2,"1",2023-12-02
"OD10030","C66",2023-11-15,"Returned","SH10030",2023-11-17,"TR10034","SKU11131",4,"2",2023-12-13
"OD10030","C66",2023-11-15,"Returned","SH10030",2023-11-17,"TR10034","SKU14214",2,"2",2023-11-29
"OD10031","C120",2023-04-25,"Delivered","SH10031",2023-05-01,"TR10035","SKU10749",1,"",NA
"OD10031","C120",2023-04-25,"Delivered","SH10031",2023-05-01,"TR10035","SKU14034",2,"",NA
"OD10031","C120",2023-04-25,"Delivered","SH10031",2023-05-01,"TR10035","SKU14322",2,"",NA
"OD10031","C120",2023-04-25,"Delivered","SH10031",2023-05-01,"TR10035","SKU13006",2,"",NA
"OD10031","C120",2023-04-25,"Delivered","SH10031",2023-05-01,"TR10035","SKU13524",4,"",NA
"OD10031","C120",2023-04-25,"Delivered","SH10031",2023-05-01,"TR10035","SKU14028",2,"",NA
"OD10031","C120",2023-04-25,"Delivered","SH10031",2023-05-01,"TR10035","SKU13139",3,"",NA
"OD10032","C77",2023-11-08,"Delivered","SH10032",2023-11-10,"TR10036","SKU14142",1,"",NA
"OD10032","C77",2023-11-08,"Delivered","SH10032",2023-11-10,"TR10036","SKU10120",3,"",NA
"OD10033","C54",2023-03-14,"Delivered","SH10033",2023-03-16,"TR10037","SKU10290",3,"",NA
"OD10033","C54",2023-03-14,"Delivered","SH10033",2023-03-16,"TR10037","SKU11267",3,"",NA
"OD10033","C54",2023-03-14,"Delivered","SH10033",2023-03-16,"TR10037","SKU11507",2,"",NA
"OD10034","C79",2023-05-20,"Delivered","SH10034",2023-05-26,"TR10038","SKU12718",3,"",NA
"OD10034","C79",2023-05-20,"Delivered","SH10034",2023-05-26,"TR10038","SKU10321",2,"",NA
"OD10034","C79",2023-05-20,"Delivered","SH10034",2023-05-26,"TR10038","SKU10057",2,"",NA
"OD10034","C79",2023-05-20,"Delivered","SH10034",2023-05-26,"TR10038","SKU13437",2,"",NA
"OD10034","C79",2023-05-20,"Delivered","SH10034",2023-05-26,"TR10038","SKU11879",5,"",NA
"OD10034","C79",2023-05-20,"Delivered","SH10034",2023-05-26,"TR10038","SKU14307",3,"",NA
"OD10034","C79",2023-05-20,"Delivered","SH10034",2023-05-26,"TR10038","SKU11188",5,"",NA
"OD10034","C79",2023-05-20,"Delivered","SH10034",2023-05-26,"TR10038","SKU14908",1,"",NA
"OD10034","C79",2023-05-20,"Delivered","SH10034",2023-05-26,"TR10038","SKU13208",3,"",NA
"OD10035","C71",2023-01-21,"Delivered","SH10035",2023-01-24,"TR10039","SKU13009",2,"",NA
"OD10035","C71",2023-01-21,"Delivered","SH10035",2023-01-24,"TR10039","SKU13219",1,"",NA
"OD10035","C71",2023-01-21,"Delivered","SH10035",2023-01-24,"TR10039","SKU12681",2,"",NA
"OD10035","C71",2023-01-21,"Delivered","SH10035",2023-01-24,"TR10039","SKU12654",4,"",NA
"OD10035","C71",2023-01-21,"Delivered","SH10035",2023-01-24,"TR10039","SKU10378",2,"",NA
"OD10035","C71",2023-01-21,"Delivered","SH10035",2023-01-24,"TR10039","SKU10866",4,"",NA
"OD10036","C109",2024-02-21,"Delivered","SH10036",2024-02-23,"TR10040","SKU13619",1,"",NA
"OD10036","C109",2024-02-21,"Delivered","SH10036",2024-02-23,"TR10040","SKU12211",3,"",NA
"OD10036","C109",2024-02-21,"Delivered","SH10036",2024-02-23,"TR10040","SKU14202",4,"",NA
"OD10036","C109",2024-02-21,"Delivered","SH10036",2024-02-23,"TR10040","SKU14824",3,"",NA
"OD10036","C109",2024-02-21,"Delivered","SH10036",2024-02-23,"TR10040","SKU10249",4,"",NA
"OD10036","C109",2024-02-21,"Delivered","SH10036",2024-02-23,"TR10040","SKU11327",4,"",NA
"OD10036","C109",2024-02-21,"Delivered","SH10036",2024-02-23,"TR10040","SKU14896",1,"",NA
"OD10036","C109",2024-02-21,"Delivered","SH10036",2024-02-23,"TR10040","SKU14893",2,"",NA
"OD10037","C55",2023-11-20,"Delivered","SH10037",2023-11-21,"TR10041","SKU14851",2,"",NA
"OD10037","C55",2023-11-20,"Delivered","SH10037",2023-11-21,"TR10041","SKU14336",5,"",NA
"OD10037","C55",2023-11-20,"Delivered","SH10037",2023-11-21,"TR10041","SKU12434",2,"",NA
"OD10037","C55",2023-11-20,"Delivered","SH10037",2023-11-21,"TR10041","SKU11813",4,"",NA
"OD10037","C55",2023-11-20,"Delivered","SH10037",2023-11-21,"TR10041","SKU12709",4,"",NA
"OD10037","C55",2023-11-20,"Delivered","SH10037",2023-11-21,"TR10041","SKU11160",2,"",NA
"OD10038","C23",2023-06-01,"Delivered","SH10038",2023-06-03,"TR10042","SKU13160",3,"",NA
"OD10038","C23",2023-06-01,"Delivered","SH10038",2023-06-03,"TR10042","SKU10466",3,"",NA
"OD10039","C111",2023-01-31,"Delivered","SH10039",2023-02-07,"TR10044","SKU13467",3,"",NA
"OD10039","C111",2023-01-31,"Delivered","SH10039",2023-02-07,"TR10044","SKU12610",5,"",NA
"OD10039","C111",2023-01-31,"Delivered","SH10039",2023-02-07,"TR10044","SKU13430",1,"",NA
"OD10040","C151",2023-11-29,"Delivered","SH10040",2023-12-04,"TR10045","SKU11981",4,"",NA
"OD10040","C151",2023-11-29,"Delivered","SH10040",2023-12-04,"TR10045","SKU13897",2,"",NA
"OD10040","C151",2023-11-29,"Delivered","SH10040",2023-12-04,"TR10045","SKU14671",4,"",NA
"OD10040","C151",2023-11-29,"Delivered","SH10040",2023-12-04,"TR10045","SKU12182",1,"",NA
"OD10040","C151",2023-11-29,"Delivered","SH10040",2023-12-04,"TR10045","SKU13737",4,"",NA
"OD10040","C151",2023-11-29,"Delivered","SH10040",2023-12-04,"TR10045","SKU14828",3,"",NA
"OD10041","C181",2023-01-14,"Returned","SH10041",2023-01-16,"TR10046","SKU11156",4,"3",2023-02-08
"OD10041","C181",2023-01-14,"Returned","SH10041",2023-01-16,"TR10046","SKU12703",3,"3",2023-01-25
"OD10041","C181",2023-01-14,"Returned","SH10041",2023-01-16,"TR10046","SKU12345",1,"1",2023-02-05
"OD10041","C181",2023-01-14,"Returned","SH10041",2023-01-16,"TR10046","SKU13093",2,"2",2023-02-08
"OD10041","C181",2023-01-14,"Returned","SH10041",2023-01-16,"TR10046","SKU13825",1,"1",2023-02-02
"OD10041","C181",2023-01-14,"Returned","SH10041",2023-01-16,"TR10046","SKU11455",4,"4",2023-02-01
"OD10042","C129",2023-09-16,"Delivered","SH10042",2023-09-20,"TR10048","SKU13799",1,"",NA
"OD10042","C129",2023-09-16,"Delivered","SH10042",2023-09-20,"TR10048","SKU11455",1,"",NA
"OD10042","C129",2023-09-16,"Delivered","SH10042",2023-09-20,"TR10048","SKU13617",4,"",NA
"OD10042","C129",2023-09-16,"Delivered","SH10042",2023-09-20,"TR10048","SKU10769",2,"",NA
"OD10042","C129",2023-09-16,"Delivered","SH10042",2023-09-20,"TR10048","SKU14923",3,"",NA
"OD10043","C48",2023-06-05,"Delivered","SH10043",2023-06-08,"TR10049","SKU10704",4,"",NA
"OD10043","C48",2023-06-05,"Delivered","SH10043",2023-06-08,"TR10049","SKU10746",5,"",NA
"OD10043","C48",2023-06-05,"Delivered","SH10043",2023-06-08,"TR10049","SKU10266",3,"",NA
"OD10043","C48",2023-06-05,"Delivered","SH10043",2023-06-08,"TR10049","SKU11586",1,"",NA
"OD10043","C48",2023-06-05,"Delivered","SH10043",2023-06-08,"TR10049","SKU13128",4,"",NA
"OD10043","C48",2023-06-05,"Delivered","SH10043",2023-06-08,"TR10049","SKU14820",4,"",NA
"OD10043","C48",2023-06-05,"Delivered","SH10043",2023-06-08,"TR10049","SKU13330",4,"",NA
"OD10043","C48",2023-06-05,"Delivered","SH10043",2023-06-08,"TR10049","SKU12581",5,"",NA
"OD10043","C48",2023-06-05,"Delivered","SH10043",2023-06-08,"TR10049","SKU13893",4,"",NA
"OD10043","C48",2023-06-05,"Delivered","SH10043",2023-06-08,"TR10049","SKU14471",3,"",NA
"OD10044","C118",2023-12-09,"Delivered","SH10044",2023-12-10,"TR10050","SKU12097",4,"",NA
"OD10045","C47",2024-01-12,"Delivered","SH10045",2024-01-13,"TR10051","SKU11641",4,"",NA
"OD10045","C47",2024-01-12,"Delivered","SH10045",2024-01-13,"TR10051","SKU13230",4,"",NA
"OD10045","C47",2024-01-12,"Delivered","SH10045",2024-01-13,"TR10051","SKU13135",2,"",NA
"OD10045","C47",2024-01-12,"Delivered","SH10045",2024-01-13,"TR10051","SKU12523",1,"",NA
"OD10045","C47",2024-01-12,"Delivered","SH10045",2024-01-13,"TR10051","SKU12249",3,"",NA
"OD10046","C35",2023-09-15,"Returned","SH10046",2023-09-17,"TR10052","SKU11355",3,"3",2023-10-05
"OD10046","C35",2023-09-15,"Returned","SH10046",2023-09-17,"TR10052","SKU13407",2,"2",2023-10-10
"OD10046","C35",2023-09-15,"Returned","SH10046",2023-09-17,"TR10052","SKU11154",3,"2",2023-09-30
"OD10046","C35",2023-09-15,"Returned","SH10046",2023-09-17,"TR10052","SKU10243",4,"1",2023-10-12
"OD10046","C35",2023-09-15,"Returned","SH10046",2023-09-17,"TR10052","SKU10277",3,"3",2023-10-01
"OD10046","C35",2023-09-15,"Returned","SH10046",2023-09-17,"TR10052","SKU14440",3,"3",2023-10-13
"OD10047","C135",2023-08-01,"Delivered","SH10047",2023-08-06,"TR10053","SKU10604",1,"",NA
"OD10047","C135",2023-08-01,"Delivered","SH10047",2023-08-06,"TR10053","SKU14045",4,"",NA
"OD10047","C135",2023-08-01,"Delivered","SH10047",2023-08-06,"TR10053","SKU11359",2,"",NA
"OD10047","C135",2023-08-01,"Delivered","SH10047",2023-08-06,"TR10053","SKU13506",2,"",NA
"OD10047","C135",2023-08-01,"Delivered","SH10047",2023-08-06,"TR10053","SKU10264",2,"",NA
"OD10047","C135",2023-08-01,"Delivered","SH10047",2023-08-06,"TR10053","SKU11483",2,"",NA
"OD10047","C135",2023-08-01,"Delivered","SH10047",2023-08-06,"TR10053","SKU10664",4,"",NA
"OD10047","C135",2023-08-01,"Delivered","SH10047",2023-08-06,"TR10053","SKU10319",5,"",NA
