"TRANSACTION_ID","PAYMENT_METHOD","TRANSACTION_STATUS"
"TR11213","Credit card","Successful"
"TR11214","Credit card","Successful"
"TR11215","Gift Card","Successful"
"TR11216","Debit card","Successful"
"TR11217","Debit card","Successful"
"TR11218","Paypal","Successful"
"TR11219","Paypal","Successful"
"TR11220","Credit card","Successful"
"TR11221","Debit card","Successful"
"TR11222","Credit card","Successful"
"TR11223","Credit card","Successful"
"TR11224","Credit card","Successful"
"TR11225","Debit card","Successful"
"TR11226","Debit card","Successful"
"TR11227","Paypal","Successful"
"TR11228","Credit card","Successful"
"TR11229","Credit card","Successful"
"TR11230","Credit card","Successful"
"TR11231","Credit card","Successful"
"TR11232","Paypal","Successful"
"TR11233","Credit card","Successful"
"TR11234","Debit card","Successful"
"TR11235","Paypal","Successful"
"TR11236","Credit card","Successful"
"TR11237","Paypal","Successful"
"TR11238","Credit card","Declined"
"TR11239","Debit card","Successful"
"TR11240","Credit card","Successful"
"TR11241","Credit card","Successful"
"TR11242","Debit card","Successful"
"TR11243","Debit card","Successful"
"TR11244","Credit card","Successful"
"TR11245","Debit card","Successful"
"TR11246","Debit card","Successful"
"TR11247","Credit card","Successful"
"TR11248","Debit card","Successful"
"TR11249","Debit card","Successful"
"TR11250","Debit card","Successful"
"TR11251","Debit card","Successful"
"TR11252","Credit card","Successful"
"TR11253","Paypal","Successful"
"TR11254","Credit card","Successful"
"TR11255","Credit card","Successful"
"TR11256","Credit card","Successful"
"TR11257","Credit card","Successful"
"TR11258","Debit card","Successful"
"TR11259","Paypal","Successful"
"TR11260","Credit card","Successful"
"TR11261","Credit card","Successful"
"TR11262","Debit card","Successful"
"TR11263","Credit card","Successful"
"TR11264","Credit card","Successful"
"TR11265","Debit card","Successful"
"TR11266","Debit card","Successful"
"TR11267","Debit card","Successful"
"TR11268","Debit card","Successful"
"TR11269","Debit card","Successful"
"TR11270","Credit card","Successful"
"TR11271","Credit card","Successful"
"TR11272","Debit card","Successful"
"TR11273","Credit card","Successful"
"TR11274","Credit card","Successful"
"TR11275","Debit card","Successful"
"TR11276","Paypal","Successful"
"TR11277","Credit card","Declined"
"TR11278","Credit card","Successful"
"TR11279","Debit card","Successful"
"TR11280","Paypal","Successful"
"TR11281","Debit card","Successful"
"TR11282","Credit card","Successful"
"TR11283","Credit card","Successful"
"TR11284","Debit card","Successful"
"TR11285","Debit card","Successful"
"TR11286","Credit card","Successful"
"TR11287","Paypal","Successful"
"TR11288","Debit card","Successful"
"TR11289","Credit card","Successful"
"TR11290","Debit card","Successful"
"TR11291","Gift Card","Successful"
"TR11292","Credit card","Successful"
"TR11293","Paypal","Successful"
"TR11294","Credit card","Successful"
"TR11295","Credit card","Declined"
"TR11296","Credit card","Successful"
"TR11297","Debit card","Successful"
"TR11298","Paypal","Successful"
"TR11299","Debit card","Successful"
"TR11300","Debit card","Successful"
"TR11301","Paypal","Successful"
"TR11302","Credit card","Successful"
"TR11303","Credit card","Successful"
"TR11304","Debit card","Successful"
"TR11305","Debit card","Successful"
"TR11306","Debit card","Successful"
"TR11307","Gift Card","Successful"
"TR11308","Debit card","Successful"
"TR11309","Credit card","Successful"
"TR11310","Debit card","Successful"
"TR11311","Credit card","Successful"
"TR11312","Credit card","Successful"
"TR11313","Credit card","Successful"
"TR11314","Credit card","Successful"
"TR11315","Paypal","Successful"
"TR11316","Credit card","Declined"
"TR11317","Debit card","Successful"
"TR11318","Debit card","Successful"
"TR11319","Debit card","Successful"
"TR11320","Credit card","Successful"
"TR11321","Credit card","Successful"
"TR11322","Paypal","Successful"
"TR11323","Credit card","Successful"
"TR11324","Debit card","Successful"
"TR11325","Credit card","Successful"
"TR11326","Debit card","Successful"
"TR11327","Debit card","Successful"
"TR11328","Credit card","Successful"
"TR11329","Debit card","Successful"
"TR11330","Credit card","Successful"
"TR11331","Credit card","Declined"
"TR11332","Credit card","Successful"
"TR11333","Debit card","Successful"
"TR11334","Credit card","Successful"
"TR11335","Debit card","Successful"
"TR11336","Credit card","Successful"
"TR11337","Paypal","Successful"
"TR11338","Paypal","Successful"
"TR11339","Paypal","Successful"
"TR11340","Debit card","Successful"
"TR11341","Paypal","Successful"
"TR11342","Debit card","Successful"
"TR11343","Debit card","Successful"
"TR11344","Debit card","Successful"
"TR11345","Debit card","Successful"
"TR11346","Debit card","Successful"
"TR11347","Debit card","Successful"
"TR11348","Debit card","Successful"
"TR11349","Paypal","Successful"
"TR11350","Debit card","Successful"
"TR11351","Debit card","Successful"
"TR11352","Credit card","Successful"
"TR11353","Credit card","Successful"
"TR11354","Credit card","Successful"
"TR11355","Credit card","Successful"
"TR11356","Debit card","Successful"
"TR11357","Debit card","Successful"
"TR11358","Paypal","Successful"
"TR11359","Credit card","Successful"
"TR11360","Credit card","Successful"
"TR11361","Credit card","Successful"
"TR11362","Paypal","Successful"
"TR11363","Debit card","Successful"
"TR11364","Credit card","Successful"
"TR11365","Credit card","Successful"
"TR11366","Credit card","Successful"
"TR11367","Debit card","Successful"
"TR11368","Credit card","Successful"
"TR11369","Credit card","Successful"
"TR11370","Paypal","Successful"
"TR11371","Debit card","Successful"
"TR11372","Credit card","Successful"
"TR11373","Debit card","Successful"
"TR11374","Credit card","Successful"
"TR11375","Credit card","Successful"
"TR11376","Credit card","Successful"
"TR11377","Paypal","Successful"
"TR11378","Credit card","Successful"
"TR11379","Paypal","Successful"
"TR11380","Credit card","Successful"
"TR11381","Credit card","Successful"
"TR11382","Debit card","Successful"
"TR11383","Debit card","Successful"
"TR11384","Paypal","Successful"
"TR11385","Credit card","Successful"
"TR11386","Debit card","Successful"
"TR11387","Credit card","Successful"
"TR11388","Debit card","Successful"
"TR11389","Debit card","Successful"
"TR11390","Credit card","Successful"
"TR11391","Credit card","Successful"
"TR11392","Debit card","Successful"
"TR11393","Debit card","Successful"
"TR11394","Credit card","Successful"
"TR11395","Paypal","Successful"
"TR11396","Debit card","Successful"
"TR11397","Credit card","Successful"
"TR11398","Credit card","Successful"
"TR11399","Paypal","Successful"
"TR11400","Debit card","Successful"
"TR11401","Paypal","Successful"
"TR11402","Credit card","Successful"
"TR11403","Credit card","Successful"
"TR11404","Debit card","Successful"
"TR11405","Credit card","Successful"
"TR11406","Debit card","Successful"
"TR11407","Credit card","Successful"
"TR11408","Credit card","Successful"
"TR11409","Debit card","Successful"
"TR11410","Credit card","Successful"
"TR11411","Credit card","Declined"
"TR11412","Gift Card","Successful"
"TR11413","Debit card","Successful"
"TR11414","Gift Card","Successful"
"TR11415","Credit card","Successful"
"TR11416","Credit card","Successful"
"TR11417","Gift Card","Successful"
"TR11418","Credit card","Successful"
"TR11419","Paypal","Successful"
"TR11420","Debit card","Successful"
"TR11421","Credit card","Successful"
"TR11422","Credit card","Successful"
"TR11423","Debit card","Successful"
"TR11424","Debit card","Successful"
"TR11425","Debit card","Successful"
"TR11426","Credit card","Successful"
"TR11427","Paypal","Successful"
"TR11428","Credit card","Successful"
"TR11429","Debit card","Successful"
"TR11430","Debit card","Successful"
"TR11431","Debit card","Successful"
"TR11432","Debit card","Successful"
"TR11433","Credit card","Successful"
"TR11434","Paypal","Successful"
"TR11435","Debit card","Successful"
"TR11436","Credit card","Successful"
"TR11437","Credit card","Successful"
"TR11438","Debit card","Successful"
"TR11439","Gift Card","Successful"
"TR11440","Gift Card","Successful"
"TR11441","Credit card","Successful"
"TR11442","Debit card","Successful"
"TR11443","Credit card","Declined"
"TR11444","Credit card","Successful"
"TR11445","Debit card","Successful"
"TR11446","Paypal","Successful"
"TR11447","Credit card","Successful"
"TR11448","Debit card","Successful"
"TR11449","Credit card","Successful"
"TR11450","Credit card","Successful"
"TR11451","Debit card","Successful"
"TR11452","Credit card","Successful"
"TR11453","Debit card","Declined"
"TR11454","Debit card","Successful"
"TR11455","Credit card","Successful"
"TR11456","Credit card","Successful"
"TR11457","Debit card","Successful"
"TR11458","Debit card","Successful"
"TR11459","Credit card","Successful"
"TR11460","Credit card","Successful"
"TR11461","Debit card","Successful"
"TR11462","Debit card","Successful"
"TR11463","Gift Card","Successful"
"TR11464","Paypal","Successful"
"TR11465","Debit card","Successful"
"TR11466","Credit card","Successful"
"TR11467","Debit card","Successful"
"TR11468","Debit card","Successful"
"TR11469","Credit card","Successful"
"TR11470","Credit card","Successful"
"TR11471","Credit card","Successful"
"TR11472","Gift Card","Successful"
"TR11473","Debit card","Successful"
"TR11474","Credit card","Successful"
"TR11475","Debit card","Successful"
"TR11476","Debit card","Successful"
"TR11477","Credit card","Successful"
"TR11478","Debit card","Successful"
"TR11479","Debit card","Successful"
"TR11480","Credit card","Successful"
"TR11481","Paypal","Successful"
"TR11482","Debit card","Successful"
"TR11483","Debit card","Successful"
"TR11484","Debit card","Successful"
"TR11485","Credit card","Successful"
"TR11486","Credit card","Successful"
"TR11487","Debit card","Successful"
"TR11488","Debit card","Successful"
"TR11489","Credit card","Successful"
"TR11490","Paypal","Successful"
"TR11491","Debit card","Successful"
"TR11492","Debit card","Successful"
"TR11493","Credit card","Successful"
"TR11494","Debit card","Successful"
"TR11495","Credit card","Successful"
"TR11496","Debit card","Declined"
"TR11497","Debit card","Successful"
"TR11498","Credit card","Successful"
"TR11499","Credit card","Successful"
"TR11500","Gift Card","Successful"
"TR11501","Debit card","Successful"
"TR11502","Debit card","Successful"
"TR11503","Debit card","Successful"
"TR11504","Debit card","Successful"
"TR11505","Debit card","Successful"
"TR11506","Credit card","Successful"
"TR11507","Debit card","Successful"
"TR11508","Credit card","Successful"
"TR11509","Debit card","Successful"
"TR11510","Credit card","Successful"
"TR11511","Credit card","Successful"
"TR11512","Paypal","Successful"
"TR11513","Debit card","Successful"
"TR11514","Credit card","Successful"
"TR11515","Paypal","Successful"
"TR11516","Debit card","Successful"
"TR11517","Paypal","Successful"
"TR11518","Credit card","Successful"
"TR11519","Debit card","Successful"
"TR11520","Credit card","Successful"
"TR11521","Debit card","Successful"
"TR11522","Paypal","Successful"
"TR11523","Paypal","Successful"
"TR11524","Credit card","Successful"
"TR11525","Debit card","Successful"
"TR11526","Credit card","Successful"
"TR11527","Paypal","Successful"
"TR11528","Credit card","Successful"
"TR11529","Credit card","Successful"
"TR11530","Credit card","Successful"
"TR11531","Debit card","Successful"
"TR11532","Credit card","Successful"
"TR11533","Credit card","Successful"
"TR11534","Debit card","Successful"
"TR11535","Debit card","Successful"
"TR11536","Debit card","Successful"
"TR11537","Credit card","Successful"
"TR11538","Credit card","Successful"
"TR11539","Debit card","Successful"
"TR11540","Debit card","Successful"
"TR11541","Credit card","Successful"
"TR11542","Debit card","Successful"
"TR11543","Debit card","Successful"
"TR11544","Credit card","Successful"
"TR11545","Credit card","Successful"
"TR11546","Credit card","Successful"
"TR11547","Paypal","Successful"
"TR11548","Debit card","Successful"
"TR11549","Credit card","Successful"
"TR11550","Debit card","Successful"
"TR11551","Debit card","Successful"
"TR11552","Debit card","Successful"
"TR11553","Debit card","Successful"
"TR11554","Debit card","Successful"
"TR11555","Debit card","Successful"
"TR11556","Debit card","Successful"
"TR11557","Credit card","Successful"
"TR11558","Debit card","Successful"
"TR11559","Credit card","Successful"
"TR11560","Credit card","Successful"
"TR11561","Credit card","Declined"
"TR11562","Credit card","Successful"
"TR11563","Credit card","Declined"
"TR11564","Debit card","Successful"
"TR11565","Credit card","Successful"
"TR11566","Debit card","Declined"
"TR11567","Credit card","Successful"
"TR11568","Credit card","Successful"
"TR11569","Paypal","Declined"
"TR11570","Paypal","Successful"
"TR11571","Debit card","Successful"
"TR11572","Credit card","Successful"
"TR11573","Debit card","Successful"
"TR11574","Credit card","Successful"
"TR11575","Credit card","Successful"
"TR11576","Debit card","Successful"
"TR11577","Credit card","Successful"
"TR11578","Credit card","Successful"
"TR11579","Debit card","Successful"
"TR11580","Credit card","Successful"
"TR11581","Credit card","Successful"
"TR11582","Credit card","Successful"
"TR11583","Debit card","Successful"
"TR11584","Debit card","Successful"
"TR11585","Debit card","Successful"
"TR11586","Paypal","Successful"
"TR11587","Paypal","Successful"
"TR11588","Credit card","Successful"
"TR11589","Credit card","Successful"
"TR11590","Debit card","Successful"
"TR11591","Debit card","Successful"
"TR11592","Credit card","Successful"
"TR11593","Credit card","Successful"
"TR11594","Paypal","Declined"
"TR11595","Credit card","Successful"
"TR11596","Paypal","Successful"
"TR11597","Debit card","Successful"
"TR11598","Paypal","Declined"
"TR11599","Paypal","Successful"
"TR11600","Credit card","Successful"
"TR11601","Debit card","Successful"
"TR11602","Debit card","Successful"
"TR11603","Credit card","Successful"
"TR11604","Credit card","Successful"
"TR11605","Paypal","Successful"
"TR11606","Debit card","Successful"
"TR11607","Gift Card","Successful"
"TR11608","Debit card","Successful"
"TR11609","Gift Card","Successful"
"TR11610","Credit card","Successful"
"TR11611","Debit card","Successful"
"TR11612","Gift Card","Successful"
"TR11613","Credit card","Successful"
"TR11614","Credit card","Successful"
"TR11615","Credit card","Successful"
"TR11616","Paypal","Successful"
"TR11617","Credit card","Successful"
"TR11618","Credit card","Declined"
"TR11619","Credit card","Successful"
"TR11620","Credit card","Successful"
"TR11621","Debit card","Successful"
"TR11622","Debit card","Successful"
"TR11623","Credit card","Successful"
"TR11624","Credit card","Declined"
"TR11625","Credit card","Successful"
"TR11626","Paypal","Successful"
"TR11627","Credit card","Successful"
"TR11628","Credit card","Successful"
"TR11629","Credit card","Successful"
"TR11630","Debit card","Successful"
"TR11631","Paypal","Successful"
"TR11632","Debit card","Successful"
"TR11633","Credit card","Successful"
"TR11634","Credit card","Successful"
"TR11635","Debit card","Successful"
"TR11636","Gift Card","Successful"
"TR11637","Credit card","Successful"
"TR11638","Credit card","Successful"
"TR11639","Credit card","Successful"
"TR11640","Credit card","Successful"
"TR11641","Debit card","Successful"
"TR11642","Debit card","Successful"
"TR11643","Paypal","Successful"
"TR11644","Credit card","Successful"
"TR11645","Debit card","Declined"
"TR11646","Credit card","Successful"
"TR11647","Credit card","Successful"
"TR11648","Debit card","Successful"
"TR11649","Credit card","Successful"
"TR11650","Debit card","Successful"
"TR11651","Debit card","Successful"
"TR11652","Debit card","Successful"
"TR11653","Paypal","Successful"
"TR11654","Paypal","Successful"
"TR11655","Debit card","Successful"
"TR11656","Credit card","Successful"
"TR11657","Debit card","Successful"
"TR11658","Credit card","Successful"
"TR11659","Credit card","Successful"
"TR11660","Debit card","Successful"
"TR11661","Paypal","Successful"
"TR11662","Credit card","Successful"
"TR11663","Debit card","Successful"
"TR11664","Credit card","Successful"
"TR11665","Paypal","Successful"
"TR11666","Paypal","Successful"
"TR11667","Debit card","Successful"
"TR11668","Debit card","Declined"
"TR11669","Credit card","Successful"
"TR11670","Credit card","Successful"
"TR11671","Debit card","Successful"
"TR11672","Debit card","Declined"
"TR11673","Credit card","Successful"
"TR11674","Credit card","Successful"
"TR11675","Credit card","Successful"
"TR11676","Credit card","Successful"
"TR11677","Credit card","Successful"
"TR11678","Credit card","Successful"
"TR11679","Debit card","Declined"
"TR11680","Credit card","Successful"
"TR11681","Credit card","Declined"
"TR11682","Credit card","Successful"
"TR11683","Debit card","Successful"
"TR11684","Credit card","Successful"
"TR11685","Paypal","Successful"
"TR11686","Debit card","Declined"
"TR11687","Debit card","Successful"
"TR11688","Debit card","Successful"
"TR11689","Debit card","Declined"
"TR11690","Credit card","Successful"
"TR11691","Credit card","Successful"
"TR11692","Credit card","Successful"
"TR11693","Paypal","Successful"
"TR11694","Debit card","Successful"
"TR11695","Debit card","Successful"
"TR11696","Debit card","Successful"
"TR11697","Credit card","Successful"
"TR11698","Paypal","Successful"
"TR11699","Credit card","Successful"
"TR11700","Debit card","Successful"
"TR11701","Paypal","Successful"
"TR11702","Paypal","Successful"
"TR11703","Paypal","Declined"
"TR11704","Credit card","Successful"
"TR11705","Paypal","Successful"
"TR11706","Credit card","Successful"
"TR11707","Paypal","Declined"
"TR11708","Credit card","Successful"
"TR11709","Credit card","Declined"
"TR11710","Credit card","Successful"
"TR11711","Debit card","Declined"
"TR11712","Credit card","Successful"
"TR11713","Credit card","Successful"
"TR11714","Credit card","Successful"
"TR11715","Credit card","Successful"
"TR11716","Credit card","Successful"
"TR11717","Credit card","Successful"
"TR11718","Debit card","Successful"
"TR11719","Debit card","Successful"
"TR11720","Paypal","Declined"
"TR11721","Debit card","Successful"
"TR11722","Debit card","Successful"
"TR11723","Debit card","Successful"
"TR11724","Paypal","Successful"
"TR11725","Credit card","Successful"
"TR11726","Paypal","Successful"
"TR11727","Credit card","Successful"
"TR11728","Credit card","Successful"
"TR11729","Credit card","Successful"
"TR11730","Debit card","Successful"
"TR11731","Credit card","Successful"
"TR11732","Paypal","Successful"
"TR11733","Credit card","Successful"
"TR11734","Debit card","Successful"
"TR11735","Debit card","Successful"
"TR11736","Credit card","Successful"
"TR11737","Credit card","Successful"
"TR11738","Credit card","Declined"
"TR11739","Paypal","Successful"
"TR11740","Credit card","Successful"
"TR11741","Credit card","Successful"
"TR11742","Debit card","Successful"
"TR11743","Credit card","Successful"
"TR11744","Credit card","Successful"
"TR11745","Paypal","Successful"
"TR11746","Debit card","Successful"
"TR11747","Credit card","Successful"
"TR11748","Paypal","Successful"
"TR11749","Debit card","Successful"
"TR11750","Credit card","Successful"
"TR11751","Debit card","Successful"
"TR11752","Credit card","Successful"
"TR11753","Credit card","Successful"
"TR11754","Paypal","Successful"
"TR11755","Credit card","Successful"
"TR11756","Debit card","Successful"
"TR11757","Credit card","Successful"
"TR11758","Paypal","Successful"
"TR11759","Debit card","Successful"
"TR11760","Debit card","Successful"
"TR11761","Credit card","Successful"
"TR11762","Debit card","Successful"
"TR11763","Credit card","Successful"
"TR11764","Credit card","Successful"
"TR11765","Paypal","Successful"
"TR11766","Credit card","Successful"
"TR11767","Paypal","Successful"
"TR11768","Credit card","Successful"
"TR11769","Credit card","Successful"
"TR11770","Credit card","Successful"
"TR11771","Paypal","Successful"
"TR11772","Debit card","Successful"
"TR11773","Paypal","Successful"
"TR11774","Credit card","Declined"
"TR11775","Gift Card","Successful"
"TR11776","Debit card","Successful"
"TR11777","Debit card","Successful"
"TR11778","Debit card","Successful"
"TR11779","Debit card","Successful"
"TR11780","Paypal","Successful"
"TR11781","Credit card","Successful"
"TR11782","Gift Card","Successful"
"TR11783","Debit card","Successful"
"TR11784","Credit card","Successful"
"TR11785","Credit card","Successful"
"TR11786","Credit card","Successful"
"TR11787","Debit card","Successful"
"TR11788","Paypal","Successful"
"TR11789","Credit card","Successful"
"TR11790","Paypal","Successful"
"TR11791","Credit card","Successful"
"TR11792","Paypal","Successful"
"TR11793","Debit card","Successful"
"TR11794","Credit card","Successful"
"TR11795","Paypal","Successful"
"TR11796","Credit card","Successful"
"TR11797","Debit card","Successful"
"TR11798","Paypal","Successful"
"TR11799","Debit card","Successful"
"TR11800","Debit card","Successful"
"TR11801","Debit card","Successful"
"TR11802","Debit card","Successful"
"TR11803","Debit card","Successful"
"TR11804","Credit card","Successful"
"TR11805","Paypal","Successful"
"TR11806","Debit card","Successful"
"TR11807","Debit card","Successful"
"TR11808","Credit card","Successful"
"TR11809","Gift Card","Successful"
"TR11810","Debit card","Successful"
"TR11811","Debit card","Successful"
"TR11812","Credit card","Successful"
"TR11813","Credit card","Successful"
"TR11814","Debit card","Successful"
"TR11815","Paypal","Successful"
"TR11816","Debit card","Successful"
"TR11817","Debit card","Successful"
"TR11818","Credit card","Successful"
"TR11819","Paypal","Successful"
"TR11820","Debit card","Successful"
"TR11821","Paypal","Successful"
"TR11822","Credit card","Successful"
"TR11823","Debit card","Successful"
"TR11824","Debit card","Successful"
"TR11825","Debit card","Successful"
"TR11826","Debit card","Successful"
"TR11827","Credit card","Successful"
"TR11828","Paypal","Successful"
"TR11829","Credit card","Declined"
"TR11830","Credit card","Successful"
"TR11831","Credit card","Successful"
"TR11832","Paypal","Successful"
"TR11833","Debit card","Successful"
"TR11834","Credit card","Successful"
"TR11835","Credit card","Successful"
"TR11836","Paypal","Successful"
"TR11837","Credit card","Successful"
"TR11838","Paypal","Successful"
"TR11839","Credit card","Declined"
"TR11840","Debit card","Successful"
"TR11841","Credit card","Successful"
"TR11842","Credit card","Successful"
"TR11843","Debit card","Successful"
"TR11844","Paypal","Successful"
"TR11845","Credit card","Successful"
"TR11846","Paypal","Successful"
"TR11847","Credit card","Successful"
"TR11848","Debit card","Successful"
"TR11849","Credit card","Successful"
"TR11850","Credit card","Successful"
"TR11851","Paypal","Successful"
"TR11852","Credit card","Successful"
"TR11853","Debit card","Successful"
"TR11854","Credit card","Successful"
"TR11855","Credit card","Successful"
"TR11856","Paypal","Successful"
"TR11857","Credit card","Successful"
"TR11858","Debit card","Successful"
"TR11859","Credit card","Successful"
"TR11860","Debit card","Successful"
"TR11861","Paypal","Successful"
"TR11862","Credit card","Successful"
"TR11863","Credit card","Successful"
"TR11864","Paypal","Successful"
"TR11865","Debit card","Successful"
"TR11866","Debit card","Successful"
"TR11867","Paypal","Successful"
"TR11868","Credit card","Declined"
"TR11869","Credit card","Successful"
"TR11870","Paypal","Successful"
"TR11871","Credit card","Successful"
"TR11872","Credit card","Successful"
"TR11873","Debit card","Successful"
"TR11874","Debit card","Successful"
"TR11875","Debit card","Declined"
"TR11876","Credit card","Successful"
"TR11877","Credit card","Successful"
"TR11878","Credit card","Successful"
"TR11879","Credit card","Successful"
"TR11880","Debit card","Successful"
"TR11881","Debit card","Successful"
"TR11882","Debit card","Successful"
"TR11883","Credit card","Successful"
"TR11884","Debit card","Successful"
"TR11885","Debit card","Successful"
"TR11886","Credit card","Successful"
"TR11887","Paypal","Successful"
"TR11888","Credit card","Successful"
"TR11889","Credit card","Successful"
"TR11890","Credit card","Successful"
"TR11891","Debit card","Successful"
"TR11892","Credit card","Declined"
"TR11893","Debit card","Successful"
"TR11894","Debit card","Successful"
"TR11895","Debit card","Successful"
"TR11896","Credit card","Successful"
"TR11897","Paypal","Successful"
"TR11898","Paypal","Successful"
"TR11899","Debit card","Successful"
"TR11900","Credit card","Successful"
"TR11901","Debit card","Successful"
"TR11902","Debit card","Successful"
"TR11903","Credit card","Successful"
"TR11904","Credit card","Successful"
"TR11905","Credit card","Successful"
"TR11906","Credit card","Successful"
"TR11907","Debit card","Successful"
"TR11908","Paypal","Successful"
"TR11909","Credit card","Successful"
"TR11910","Paypal","Successful"
"TR11911","Credit card","Successful"
"TR11912","Credit card","Successful"
"TR11913","Debit card","Successful"
"TR11914","Paypal","Successful"
"TR11915","Debit card","Successful"
"TR11916","Credit card","Successful"
"TR11917","Debit card","Successful"
"TR11918","Debit card","Successful"
"TR11919","Paypal","Successful"
"TR11920","Paypal","Successful"
"TR11921","Paypal","Successful"
"TR11922","Credit card","Successful"
"TR11923","Debit card","Successful"
"TR11924","Debit card","Successful"
"TR11925","Paypal","Successful"
"TR11926","Paypal","Successful"
"TR11927","Paypal","Successful"
