"SHIPPING_ID","POST_CODE","CARRIER"
"SH10195","BA3 3BQ","DHL"
"SH10196","SP4 6JP","UPS"
"SH10197","HP22 5XD","FedEx"
"SH10198","FK7 9JG","DHL"
"SH10199","FK14 7DR","Evri"
"SH10200","YO43 4ND","Royal Mail"
"SH10201","W1T 6ST","Royal Mail"
"SH10202","PH1 3BS","FedEx"
"SH10203","SN12 8AQ","Royal Mail"
"SH10204","BA1 0AD","DHL"
"SH10205","OL2 5AB","Evri"
"SH10206","LS5 3DJ","UPS"
"SH10207","DN37 9HJ","UPS"
"SH10208","LD3 9ES","FedEx"
"SH10209","SO53 5QX","DHL"
"SH10210","BT8 8RZ","Royal Mail"
"SH10211","S5 7SU","Evri"
"SH10212","CO16 8EY","Evri"
"SH10213","WS6 6AH","Royal Mail"
"SH10214","G40 2BU","FedEx"
"SH10215","BD7 2DQ","FedEx"
"SH10216","HD9 3UZ","UPS"
"SH10217","CT7 0LT","Royal Mail"
"SH10218","SA61 1XT","UPS"
"SH10219","HR8 2UD","UPS"
"SH10220","NR12 9SH","UPS"
"SH10221","CF72 8RJ","DHL"
"SH10222","WS10 9AH","FedEx"
"SH10223","LS17 0ED","DHL"
"SH10224","HP3 9EJ","FedEx"
"SH10225","SG5 1DL","DHL"
"SH10226","EH48 2EH","UPS"
"SH10227","TR7 3LR","FedEx"
"SH10228","TA18 8EN","DHL"
"SH10229","RG12 1LP","DHL"
"SH10230","NW1 3FG","FedEx"
"SH10231","M6 7HP","UPS"
"SH10232","NG9 2BJ","Royal Mail"
"SH10233","B29 7NW","FedEx"
"SH10234","RG4 8BH","DHL"
"SH10235","SP3 4NG","Evri"
"SH10236","DN35 0RZ","FedEx"
"SH10237","FY8 4FL","UPS"
"SH10238","BN22 9RP","Evri"
"SH10239","TW12 3JU","Royal Mail"
"SH10240","WA16 6QW","Evri"
"SH10241","LN9 5DH","UPS"
"SH10242","LS26 8AR","FedEx"
"SH10243","CV13 0NE","UPS"
"SH10244","BH11 9HX","Evri"
"SH10245","WD18 7HQ","DHL"
"SH10246","N15 3JJ","Evri"
"SH10247","TR10 9EQ","FedEx"
"SH10248","SW7 5ED","Royal Mail"
"SH10249","TA4 3PQ","Evri"
"SH10250","BB4 8BF","FedEx"
"SH10251","BS4 5HN","FedEx"
"SH10252","G64 3EE","FedEx"
"SH10253","BS3 5DJ","Royal Mail"
"SH10254","YO32 9JT","DHL"
"SH10255","PH6 2DR","Evri"
"SH10256","S66 9JN","Royal Mail"
"SH10257","SK6 5NF","Royal Mail"
"SH10258","SN14 8NN","Evri"
"SH10259","NE34 7JQ","FedEx"
"SH10260","IV27 4SA","Royal Mail"
"SH10261","WS1 3TE","Royal Mail"
"SH10262","BD4 0LG","Royal Mail"
"SH10263","G21 1RG","DHL"
"SH10264","CF11 6PF","DHL"
"SH10265","SK8 6AD","DHL"
"SH10266","CF35 5DW","Evri"
"SH10267","SO19 0EP","DHL"
"SH10268","SG7 6AR","Evri"
"SH10269","MK16 0QW","DHL"
"SH10270","BT27 4XN","UPS"
"SH10271","EC2A 4XE","Royal Mail"
"SH10272","LE18 3YE","Evri"
"SH10273","BT42 1NS","FedEx"
"SH10274","HD8 8PD","Evri"
"SH10275","SK1 4AD","FedEx"
"SH10276","EH13 9AY","Royal Mail"
"SH10277","ST16 3AX","DHL"
"SH10278","FK17 8HY","FedEx"
"SH10279","OX5 2JA","FedEx"
"SH10280","NE46 2HL","FedEx"
"SH10281","SE1 9AX","Royal Mail"
"SH10282","SN14 0BN","FedEx"
"SH10283","SW16 3HB","DHL"
"SH10284","SW11 4AS","Evri"
"SH10285","YO24 4JF","FedEx"
"SH10286","WF13 2TA","Evri"
"SH10287","BA2 1PX","DHL"
"SH10288","G77 6YT","DHL"
"SH10289","PE8 4HN","DHL"
"SH10290","HP14 4AR","Evri"
"SH10291","DY9 7EU","Royal Mail"
"SH10292","WS12 4SP","FedEx"
"SH10293","SK2 7HD","Royal Mail"
"SH10294","BB9 7TZ","Evri"
"SH10295","SG1 2RQ","FedEx"
"SH10296","GL4 3DU","FedEx"
"SH10297","BD23 1EG","Royal Mail"
"SH10298","SY4 1AD","Royal Mail"
"SH10299","WA7 6DF","UPS"
"SH10300","CR6 9HF","Royal Mail"
"SH10301","CT18 8NS","Royal Mail"
"SH10302","PE34 4LF","FedEx"
"SH10303","SW11 6AS","Evri"
"SH10304","MK14 5BL","UPS"
"SH10305","SS8 8LL","DHL"
"SH10306","DH1 3SQ","DHL"
"SH10307","FK3 9DD","UPS"
"SH10308","TQ9 6TP","Evri"
"SH10309","SR8 2RP","DHL"
"SH10310","E14 4HR","Evri"
"SH10311","BT30 6RY","DHL"
"SH10312","LE19 3AD","UPS"
"SH10313","CR8 2NE","UPS"
"SH10314","GU22 7BY","DHL"
"SH10315","CO7 9DN","Evri"
"SH10316","WD3 8SY","DHL"
"SH10317","AB54 6DN","DHL"
"SH10318","BT40 3TZ","FedEx"
"SH10319","BT61 8NX","FedEx"
"SH10320","TA10 9BP","FedEx"
"SH10321","HX1 3RS","Evri"
"SH10322","NE4 6RL","Evri"
"SH10323","S11 9DQ","Royal Mail"
"SH10324","CM16 9FG","Royal Mail"
"SH10325","TQ1 4JA","UPS"
"SH10326","WF4 3GE","Evri"
"SH10327","OL16 4PE","Royal Mail"
"SH10328","WV14 6PT","FedEx"
"SH10329","BT79 0DQ","Royal Mail"
"SH10330","BD16 4RJ","UPS"
"SH10331","E15 9HN","DHL"
"SH10332","SA3 3HF","Royal Mail"
"SH10333","W8 7NT","UPS"
"SH10334","TR24 0AE","Royal Mail"
"SH10335","NW9 7LN","Royal Mail"
"SH10336","BS16 2LL","Evri"
"SH10337","KT13 0EH","DHL"
"SH10338","NR15 1JH","Evri"
"SH10339","TQ7 4NA","Royal Mail"
"SH10340","KT15 2LP","UPS"
"SH10341","BL9 8JR","UPS"
"SH10342","YO11 2DD","UPS"
"SH10343","NR35 1AB","Royal Mail"
"SH10344","KY11 2XL","FedEx"
"SH10345","SO22 4EP","FedEx"
"SH10346","AL1 1TF","DHL"
"SH10347","PE29 1RX","DHL"
"SH10348","EN2 9AL","Royal Mail"
"SH10349","PE8 5BQ","FedEx"
"SH10350","PO33 1TP","UPS"
"SH10351","FY1 4HF","UPS"
"SH10352","IP11 1DJ","DHL"
"SH10353","GL52 8PB","FedEx"
"SH10354","N7 7JF","DHL"
"SH10355","SS0 0JZ","FedEx"
"SH10356","SW10 9NW","Royal Mail"
"SH10357","ME18 5FA","Evri"
"SH10358","EH48 1RL","Evri"
"SH10359","M20 2WA","Royal Mail"
"SH10360","HU12 0NP","Evri"
"SH10361","B5 6QR","UPS"
"SH10362","SA1 6ED","FedEx"
"SH10363","GU19 5FN","FedEx"
"SH10364","WA2 9LJ","FedEx"
"SH10365","PE14 0JN","UPS"
"SH10366","S70 4DX","DHL"
"SH10367","NR31 9LU","DHL"
"SH10368","CO16 9PR","Evri"
"SH10369","NN13 6EH","UPS"
"SH10370","G22 7RA","Royal Mail"
"SH10371","IV14 9EL","FedEx"
"SH10372","KA7 1JF","FedEx"
"SH10373","BB5 1TB","Evri"
"SH10374","NE33 2QT","FedEx"
"SH10375","PL21 9FL","DHL"
"SH10376","SA10 8TG","DHL"
"SH10377","OX29 0AE","Evri"
"SH10378","L26 1YD","Royal Mail"
"SH10379","BT49 0TS","Evri"
"SH10380","BT51 4XJ","DHL"
"SH10381","LE9 1RB","Royal Mail"
"SH10382","SS4 1EE","Royal Mail"
"SH10383","BH2 5SL","DHL"
"SH10384","RG19 8LD","Royal Mail"
"SH10385","FK4 1TP","DHL"
"SH10386","SL6 6DW","UPS"
"SH10387","NE3 2UR","FedEx"
"SH10388","DY3 2NT","UPS"
"SH10389","HD4 6JD","DHL"
"SH10390","PO38 2BX","FedEx"
"SH10391","BS16 4AP","UPS"
"SH10392","LL21 0AL","DHL"
"SH10393","RH1 2HL","Evri"
"SH10394","RH6 7JD","DHL"
"SH10395","GU35 8DQ","DHL"
"SH10396","LU4 9NB","FedEx"
"SH10397","EX5 2BT","Evri"
"SH10398","RG22 4EY","Royal Mail"
"SH10399","NE6 2SX","FedEx"
"SH10400","HP9 1EZ","FedEx"
"SH10401","WV15 6PP","UPS"
"SH10402","N7 8RN","FedEx"
"SH10403","BT44 9JA","Evri"
"SH10404","TR18 5DN","Royal Mail"
"SH10405","ST6 8LZ","FedEx"
"SH10406","BR2 8DN","FedEx"
"SH10407","BH21 7BB","UPS"
"SH10408","HD6 2EE","DHL"
"SH10409","EX21 5HL","UPS"
"SH10410","SA61 1JF","DHL"
"SH10411","BH10 5BB","UPS"
"SH10412","AB54 7XE","Royal Mail"
"SH10413","DG9 8PZ","FedEx"
"SH10414","PL14 3HL","UPS"
"SH10415","L33 1SW","UPS"
"SH10416","E3 4XL","FedEx"
"SH10417","WF15 6PQ","UPS"
"SH10418","G13 2AL","Royal Mail"
"SH10419","PE21 0HU","DHL"
"SH10420","S4 8AG","Royal Mail"
"SH10421","L20 4LZ","UPS"
"SH10422","TR18 4RG","Evri"
"SH10423","TF9 4EL","Evri"
"SH10424","NP23 6YY","Royal Mail"
"SH10425","TN14 6DW","DHL"
"SH10426","DN21 3BU","FedEx"
"SH10427","KY15 4HE","DHL"
"SH10428","M20 6UA","FedEx"
"SH10429","BA22 9BS","Royal Mail"
"SH10430","TA24 8UB","Royal Mail"
"SH10431","HR5 3UD","DHL"
"SH10432","DE65 5QH","FedEx"
"SH10433","E6 1DR","UPS"
"SH10434","SE6 4RS","UPS"
"SH10435","OX5 1DA","Evri"
"SH10436","AB51 5SF","UPS"
"SH10437","GL4 4WL","Evri"
"SH10438","TN17 3EP","Evri"
"SH10439","ME13 9AZ","Evri"
"SH10440","HU17 9LG","Evri"
"SH10441","NG3 2BE","FedEx"
"SH10442","LL11 3UQ","FedEx"
"SH10443","OX29 8GD","DHL"
"SH10444","SK14 4LY","Evri"
"SH10445","B92 7AR","Royal Mail"
"SH10446","NG33 5JX","Evri"
"SH10447","SP2 8JG","Evri"
"SH10448","HP22 6QL","DHL"
"SH10449","WS13 7RP","Evri"
"SH10450","WN2 5BW","FedEx"
"SH10451","RM15 5FW","DHL"
"SH10452","PO30 2HW","Evri"
"SH10453","NN5 6EP","Royal Mail"
"SH10454","DN22 8DG","DHL"
"SH10455","NN1 4JE","UPS"
"SH10456","HU4 7JP","DHL"
"SH10457","LD3 0HX","FedEx"
"SH10458","HX3 7AN","Evri"
"SH10459","AB32 7EJ","Royal Mail"
"SH10460","EH6 6DB","UPS"
"SH10461","OL6 9BE","FedEx"
"SH10462","WF7 6JL","Evri"
"SH10463","DL17 9JS","DHL"
"SH10464","SY18 6BE","DHL"
"SH10465","NG17 4FN","Royal Mail"
"SH10466","EH53 0UB","DHL"
"SH10467","DN3 3QW","FedEx"
"SH10468","LA13 0QJ","Royal Mail"
"SH10469","HG5 9JH","Royal Mail"
"SH10470","CF39 9HB","Evri"
"SH10471","BH9 3BG","Royal Mail"
"SH10472","EN3 7GL","UPS"
"SH10473","SW19 1BZ","Evri"
"SH10474","BR1 2AQ","Royal Mail"
"SH10475","WV2 4BU","Evri"
"SH10476","L11 9DH","FedEx"
"SH10477","CM0 7HT","UPS"
"SH10478","LE67 6JH","DHL"
"SH10479","BS5 9JA","Evri"
"SH10480","CW1 9PD","Royal Mail"
"SH10481","SA61 2PN","Evri"
"SH10482","SA45 9SG","Evri"
"SH10483","SE16 3XT","FedEx"
"SH10484","IV30 1HN","Royal Mail"
"SH10485","AL9 7LZ","Royal Mail"
"SH10486","PR8 2ND","Royal Mail"
"SH10487","LS26 8XP","Royal Mail"
"SH10488","NE3 1YW","FedEx"
"SH10489","S7 2GL","UPS"
"SH10490","PR1 7HT","Royal Mail"
"SH10491","DN7 4LB","FedEx"
"SH10492","BS23 1NF","FedEx"
"SH10493","SG5 4NH","FedEx"
"SH10494","HX1 3DX","Royal Mail"
"SH10495","W2 2TD","FedEx"
"SH10496","GL2 8EU","UPS"
"SH10497","SA71 4LD","UPS"
"SH10498","SS6 9JF","Royal Mail"
"SH10499","EH7 6FD","UPS"
"SH10500","PO38 1UF","DHL"
"SH10501","GL7 2PY","UPS"
"SH10502","B93 8PY","Royal Mail"
"SH10503","BB12 6BN","Royal Mail"
"SH10504","YO25 8JA","DHL"
"SH10505","OX2 9LD","Evri"
"SH10506","OX29 7EX","FedEx"
"SH10507","IP14 5LY","Royal Mail"
"SH10508","WS13 6LL","UPS"
"SH10509","WA4 6UL","Royal Mail"
"SH10510","DL15 8PF","DHL"
"SH10511","IP14 4QU","DHL"
"SH10512","NE23 2AD","Royal Mail"
"SH10513","CA2 6BJ","Evri"
"SH10514","YO30 7AW","DHL"
"SH10515","NE5 1EN","UPS"
"SH10516","M3 4SB","FedEx"
"SH10517","SK9 2DQ","Evri"
"SH10518","LL22 8YW","DHL"
"SH10519","SA68 0SP","FedEx"
"SH10520","TR1 3FU","UPS"
"SH10521","CV35 8JQ","Evri"
"SH10522","DN19 7EX","Royal Mail"
"SH10523","EH11 2SB","Evri"
"SH10524","HS2 9QY","Evri"
"SH10525","NE28 9TP","Royal Mail"
"SH10526","SO41 0GH","DHL"
"SH10527","BT71 7AH","DHL"
"SH10528","NG17 7FD","UPS"
"SH10529","DD8 1QG","Evri"
"SH10530","LL53 5NW","DHL"
"SH10531","WV2 3ER","Royal Mail"
"SH10532","SY4 5NE","Royal Mail"
"SH10533","DN31 3PG","DHL"
"SH10534","DE4 5NT","Evri"
"SH10535","EH11 4HU","DHL"
"SH10536","PA6 7NX","FedEx"
"SH10537","SM7 9AF","UPS"
"SH10538","ST11 9AG","Royal Mail"
"SH10539","MK45 1AS","Royal Mail"
"SH10540","KY1 3LA","Royal Mail"
"SH10541","DH7 8PZ","DHL"
"SH10542","SW12 0AU","UPS"
"SH10543","CF83 2RA","UPS"
"SH10544","TQ12 3QN","FedEx"
"SH10545","CO1 1RZ","Evri"
"SH10546","CF31 4PB","FedEx"
"SH10547","BB10 3HW","DHL"
"SH10548","HP9 2GN","Royal Mail"
"SH10549","HA4 8AQ","DHL"
"SH10550","MK40 1RN","DHL"
"SH10551","WD18 6NX","DHL"
"SH10552","BD23 9SA","Evri"
"SH10553","KY2 5JW","UPS"
"SH10554","BL5 3BW","FedEx"
"SH10555","WF14 0BQ","UPS"
"SH10556","B23 5AF","Royal Mail"
"SH10557","ST8 6TD","FedEx"
"SH10558","SY16 2EH","Evri"
"SH10559","DD11 1PN","UPS"
"SH10560","DH9 6EP","Evri"
"SH10561","WS9 0HJ","Evri"
"SH10562","NP25 5PX","DHL"
"SH10563","LL20 7DW","Evri"
"SH10564","BS1 2EQ","FedEx"
"SH10565","BN99 8WH","Evri"
"SH10566","SE24 0LR","FedEx"
"SH10567","SA5 8DZ","Royal Mail"
"SH10568","CV47 2GR","FedEx"
"SH10569","OX26 2JW","UPS"
"SH10570","SN4 8EE","UPS"
"SH10571","CF42 6RG","FedEx"
"SH10572","PL15 9TL","Royal Mail"
"SH10573","WA6 9BN","DHL"
"SH10574","PL30 5AR","DHL"
"SH10575","WD3 3AR","Royal Mail"
"SH10576","TA6 3JQ","UPS"
"SH10577","RH1 1WE","UPS"
"SH10578","SN12 6ED","Evri"
"SH10579","TD9 7HD","UPS"
"SH10580","TN24 8SA","UPS"
"SH10581","SE3 0AA","DHL"
"SH10582","BH14 0BE","UPS"
"SH10583","SO51 0DX","UPS"
"SH10584","DT6 3BY","DHL"
"SH10585","AB15 9QE","Evri"
"SH10586","BH21 4AL","Evri"
"SH10587","NE21 6AA","Evri"
"SH10588","SE1P 5YX","UPS"
"SH10589","NR1 3RN","FedEx"
"SH10590","G53 7FP","Royal Mail"
"SH10591","W1H 1QS","Royal Mail"
"SH10592","M15 4YJ","UPS"
"SH10593","RG18 9QE","UPS"
"SH10594","UB2 4QA","Evri"
"SH10595","ST8 7PN","Royal Mail"
"SH10596","CA10 3XA","FedEx"
"SH10597","WS15 1NU","Evri"
"SH10598","B18 6DF","Evri"
"SH10599","WV1 2UN","FedEx"
"SH10600","NR34 8HN","FedEx"
"SH10601","RH2 8AE","UPS"
"SH10602","YO41 1BR","Royal Mail"
"SH10603","RG27 8FT","Royal Mail"
"SH10604","S74 0JQ","DHL"
"SH10605","CT5 1AE","DHL"
"SH10606","DN20 9DW","FedEx"
"SH10607","CM1 4DB","FedEx"
"SH10608","G4 9EZ","FedEx"
"SH10609","NE46 2LJ","Royal Mail"
"SH10610","CA14 5SS","Royal Mail"
"SH10611","CM23 5LG","DHL"
"SH10612","RG17 0PB","DHL"
"SH10613","BA14 8PE","FedEx"
"SH10614","GU32 1BN","FedEx"
"SH10615","BT16 2EY","DHL"
"SH10616","WR11 7ZF","DHL"
"SH10617","GU12 6AF","FedEx"
"SH10618","WS12 4LG","Royal Mail"
"SH10619","SL6 3SY","DHL"
"SH10620","RG26 3PU","DHL"
"SH10621","SL6 4NU","DHL"
"SH10622","CM8 1DB","Royal Mail"
"SH10623","ST8 7QT","UPS"
"SH10624","ME17 3DW","FedEx"
"SH10625","DN3 2RH","UPS"
"SH10626","WR14 3BH","FedEx"
"SH10627","SW17 9TN","FedEx"
"SH10628","BT28 3AN","UPS"
"SH10629","CF24 2EY","UPS"
"SH10630","SO15 1HQ","UPS"
"SH10631","LL44 2DN","DHL"
"SH10632","SE6 4TA","Royal Mail"
"SH10633","SK8 5LD","DHL"
"SH10634","G64 4DY","DHL"
"SH10635","WN6 0XQ","Royal Mail"
"SH10636","MK3 7QH","Royal Mail"
"SH10637","WR13 6NW","Royal Mail"
"SH10638","BA11 4DP","Evri"
"SH10639","OX3 8RY","DHL"
"SH10640","TS10 4JX","Evri"
"SH10641","WD23 9JA","UPS"
"SH10642","CM3 4LB","Royal Mail"
"SH10643","KY1 1QS","DHL"
"SH10644","DT4 9TT","FedEx"
"SH10645","WA8 4TJ","Evri"
"SH10646","SL1 6BD","DHL"
"SH10647","DL12 8PU","Royal Mail"
"SH10648","EH10 4BQ","DHL"
"SH10649","NG22 8AA","Evri"
"SH10650","CB7 9SQ","FedEx"
"SH10651","BD12 9PU","FedEx"
"SH10652","MK7 8QB","FedEx"
"SH10653","HU12 9ET","Evri"
"SH10654","SG12 9FH","Royal Mail"
"SH10655","HP22 4LF","DHL"
"SH10656","BT55 7AH","UPS"
"SH10657","TF10 7QR","UPS"
"SH10658","PL7 5LF","Royal Mail"
"SH10659","M18 7SD","Evri"
"SH10660","KY4 9RF","UPS"
"SH10661","TN29 9NA","Royal Mail"
"SH10662","CF14 6QB","DHL"
"SH10663","PR5 8DN","Evri"
"SH10664","SP10 3DW","DHL"
"SH10665","SW11 3ES","Royal Mail"
"SH10666","BT1 9TD","DHL"
"SH10667","LS29 7LB","Royal Mail"
"SH10668","BS2 0GR","UPS"
"SH10669","EH10 5LP","Evri"
"SH10670","KT3 6BY","DHL"
"SH10671","BS40 6EF","Evri"
"SH10672","FK7 7PL","UPS"
"SH10673","EX7 0HN","Royal Mail"
"SH10674","PO7 8JH","Evri"
"SH10675","EX36 4RS","FedEx"
"SH10676","OL15 9BL","Royal Mail"
"SH10677","BD10 8DD","Royal Mail"
"SH10678","E17 6BY","DHL"
"SH10679","CA6 4JF","UPS"
"SH10680","DD8 3DN","Royal Mail"
"SH10681","SL1 2EF","FedEx"
"SH10682","SL6 1DD","Royal Mail"
"SH10683","TS24 7RY","DHL"
"SH10684","PL14 3AU","Royal Mail"
"SH10685","TQ10 9LX","FedEx"
"SH10686","NE25 8JS","Royal Mail"
"SH10687","OX12 8PY","Evri"
"SH10688","AB15 7FJ","Evri"
"SH10689","WA10 2HL","UPS"
"SH10690","DE24 8JY","FedEx"
"SH10691","B70 7SW","Evri"
"SH10692","B42 1JL","Royal Mail"
"SH10693","MK18 4PR","Royal Mail"
"SH10694","L12 9JL","Royal Mail"
"SH10695","BT42 1LE","Royal Mail"
"SH10696","BL3 3BU","FedEx"
"SH10697","BN9 0NS","Royal Mail"
"SH10698","SS15 5GL","Royal Mail"
"SH10699","S2 1DD","Evri"
"SH10700","BA14 6JH","Royal Mail"
"SH10701","W2 2QS","FedEx"
